domains,counts
"'CNNM', 'CorC_HlyC', 'CBS', 'DUF6416'",1
"'GntR', 'E3_binding'",1
'GntR',1
'GntP_permease',1
'CM_2',1
"'Glyoxalase_6', 'Glyoxalase_4'",1
'CM_mono_cladeE',1
"'Glyoxalase', 'Glyoxalase_6'",1
"'Glyoxalase', 'Glyoxalase_4'",1
"'CNNM', 'CBS'",1
"'Glycos_transf_2', 'glyco_like_mftF'",1
"'Glycos_transf_2', 'glyco_TIGR04182'",1
"'HAD-SF-IB-hyp1', 'AGP_acyltrn'",1
"'HAD-SF-IB-hyp1', 'HAD'",1
'HAD_2',1
'HAD_type_II',1
"'HTH_20', 'Sigma70_r4_2'",1
"'HTH_20', 'HTH_17'",1
"'HTH_20', 'GntR'",1
'CLP_protease',1
"'HTH_18', 'HTH_AraC'",1
"'HTH_18', 'Cupin_2', 'HTH_28'",1
"'HTH_18', 'AraC_binding_2'",1
"'HTH_18', 'AraC_binding'",1
"'HTH_17', 'excise', 'MerR', 'Xre-like-HTH'",1
"'HTH_11', 'HTH_AsnC-type'",1
"'HNH_5', 'zf-RVT'",1
"'HNH', 'TOBE_2'",1
'HNH',1
'CLSTN_C',1
"'HEAT_2', 'HEAT'",1
"'HD_5', 'GerE', 'Nterm_IS4'",1
"'HD_5', 'GerE', 'HTH_29', 'Nterm_IS4', 'near_KaiC_dom'",1
"'HD', 'sCache_3_2'",1
"'HD', 'Phn-HD'",1
'HCMV_UL124',1
"'HATPase_c_4', 'AlbA_2', 'HTH_32', 'HTH_20'",1
'CMAS',1
'HATPase_c',1
"'Glycos_transf_2', 'PgaC_IcaA'",1
'Glyco_transf_4',1
"'GG-red-SF', 'ANTAR'",1
"'GGDEF', 'PAS'",1
'GYD',1
'GSP_synth',1
"'GSDH', 'CBM_2'",1
'GRDB',1
'GOGAT_sm_gam',1
'GNAT_like',1
'GMC_oxred_C',1
"'GMC_mycofac_2', 'PqqA'",1
"'GMC_mycofac_2', 'NAD_binding_8', 'DUF6082'",1
"'GG_sam_targ_CFB', 'WWamide', 'DUF6287'",1
"'GGDEF', 'PIG-P'",1
"'GGDEF', 'HD_5', 'HD'",1
"'Glyco_transf_22', 'DUF6080'",1
"'GGDEF', 'GAF'",1
"'GGDEF', 'AAA_16', 'TOMM_kin_cyc', 'TPR_9', 'TPR_12'",1
'CSLREA_Nterm',1
"'GG-red-SF', 'nadB'",1
"'GG-red-SF', 'UDP-GALP_mutase'",1
"'GG-red-SF', 'Thi4'",1
"'GG-red-SF', 'GMC_oxred_N'",1
"'GG-red-SF', 'FAD_binding_2', 'Trp_halogenase'",1
"'GG-red-SF', 'ETF_alpha', 'mycofact_OYE_2'",1
'C_GCAxxG_C_C',1
"'GG-red-SF', 'COQ6'",1
'G_glu_transpept',1
"'COesterase', 'LPAM_2'",1
"'GerE', 'AAA_22', 'AAA_25', 'TPR_12', 'NACHT'",1
"'GerE', 'AAA_22', 'TPR_19', 'AAA_16', 'NB-ARC', 'TPR_2'",1
"'Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C', 'TraW_N'",1
"'Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C'",1
'Glyco_hydro_6',1
"'Glyco_hydro_3_C', 'Glyco_hydro_3', 'Fn3-like'",1
"'Glyco_hydro_38N', 'Glyco_hydro_38C', 'Alpha-mann_mid', 'Glyco_hydro38C2'",1
'Glyco_hydro_32N',1
"'Glyco_hydro_3', 'Glyco_hydro_3_C', 'Fn3-like', 'formate_TAT'",1
"'Glyco_hydro_2_C', 'Bgal_small_N', 'LacZ_4', 'Glyco_hydro_2'",1
"'Glyco_hydro_25', 'PG_binding_1'",1
"'Glyco_hydro_25', 'Apolipoprotein'",1
"'COXG', 'GC_trans_RRR'",1
'Glyco_hydro_12',1
'Gly_transporter',1
'GldE',1
'GldA_ABC_ATP',1
'GlcNAc_2-epim',1
"'GerE', 'Response_reg', 'HTH_38'",1
"'GerE', 'Response_reg', 'HTH_28'",1
"'GerE', 'Response_reg', 'HTH_23'",1
"'COXG', 'Polyketide_cyc2', 'CGP_CTERM'",1
"'GerE', 'HTH_23', 'Sigma70_r4_2', 'HTH_40', 'HTH_11'",1
"'GerE', 'HTH_10'",1
"'GerE', 'GAF_2', 'LexA_DNA_bind', 'HTH_38'",1
"'ETF', 'mft_etfB'",1
"'Cob-chelat-sub', 'VWA_2'",1
"'Pkinase', 'TOMM_kin_cyc', 'TPR_12', 'TPR_MalT', 'AAA_25'",1
'DUF3263',1
"'DUF362', 'aprB'",1
"'CycNucDiestase', 'TAT_signal_seq'",1
'DUF3616',1
'DUF3562',1
'DUF3556',1
"'DUF3500', 'DUF6694'",1
'DUF350',1
'DUF3375',1
'DUF3318',1
'DUF3311',1
"'DUF3270', 'DUF4791', 'DUF3043'",1
'DUF3224',1
'DUF3802',1
'DUF3169',1
'DUF3097',1
'DUF3060',1
"'DUF3048', 'DUF3048_C', 'ASH'",1
"'DUF3040', 'DUF3619'",1
'DUF302',1
"'DUF2889', 'VP_N-CPKC'",1
'DUF2889',1
'DUF2871',1
'DUF2804',1
"'DUF2749', 'DUF3040'",1
'DUF3700',1
'DUF389',1
"'ELFV_dehydrog', 'ELFV_dehydrog_N'",1
"'CxxC_CxxC_SSSS', 'Zn-ribbon_8', 'UPF0547', 'zf-C2H2', 'zf-ribbon_3', 'zinc_ribbon_2'",1
"'DUF4381', 'PE-PPE'",1
'DUF4352',1
"'DUF4293', 'DUF6338'",1
'DUF429',1
'DUF4286',1
'DUF4254',1
"'Cutinase', 'formate_TAT'",1
"'DUF4236', 'DUF4111', 'Selenoprotein_S'",1
'DUF4231',1
'DUF4194',1
"'DUF4185', 'BNR'",1
'DUF4149',1
"'CxxC_CxxC_SSSS', 'zf-HIT', 'zf-ribbon_3'",1
"'DUF4143', 'AAA_14'",1
'DUF4142',1
'DUF4134',1
'DUF412',1
"'DUF4097', 'DUF6704'",1
"'DUF4097', 'DUF6480', 'DUF4402'",1
'DUF4096',1
'DUF4052',1
'DUF4031',1
'DUF4010',1
'DUF3995',1
'DUF2749',1
'DUF2723',1
"'DUF262', 'DUF1524'",1
"'DNA_alkylation', 'DivI1A_domain'",1
'DUF1269',1
"'DUF1254', 'TAT_signal'",1
'DUF1254',1
'DUF1206',1
'DUF11',1
'Cyt_bd_oxida_II',1
'DUF1016_N',1
'DUF1015',1
'DUF1003',1
'Cytochrom_C552',1
'DOC_P1',1
'D1pyr5carbox2',1
'DUF2613',1
"'DAHP_synth_Bsub', 'DAHP_snth_FXD'",1
"'DIOX_N', '2OG-FeII_Oxy'",1
'DHDPS',1
'DEAH_box_HrpB',1
'DDE_Tnp_1',1
'DDE_5',1
"'DDE_3', 'HTH_33'",1
"'DDE_3', 'HTH_29', 'HTH_28', 'GerE'",1
'DDE_3',1
"'DDAH_eukar', 'YqgC'",1
"'DDAH_eukar', 'EutK_C'",1
'DUF1294',1
'DUF1540',1
'DUF1636',1
"'CysN', 'YajC'",1
'DUF2461',1
"'DUF2387', 'TF_Zn_Ribbon'",1
'DUF2382',1
'DUF2339',1
'CyoC',1
"'DUF2306', 'YvrJ'",1
'DUF2264',1
'DUF2254',1
'DUF2249',1
"'DUF222', 'Trypan_PARP'",1
"'DUF222', 'Tcp10_C'",1
"'DUF222', 'HNH', 'NPR3'",1
'CysD',1
"'CysN', 'APS_kinase'",1
'DUF218',1
'DUF2071',1
'DUF2063',1
'DUF2000',1
'DUF1990',1
'DUF1989',1
'DUF1963',1
'DUF1931',1
"'DUF1707', 'Defensin_big'",1
'DUF4389',1
'Cutinase',1
"'DUF456', 'DUF3619'",1
"'Cupin_2', 'HTH_3', 'HTH_31'",1
"'DeoRC', 'HTH_DeoR'",1
'Dehydratase_hem',1
'DegT_DnrJ_EryC1',1
"'DcuC', 'CotJA'",1
'DctQ',1
'DapC_direct',1
"'DUF998', 'APH'",1
"'DUF952', 'Acetyltransf_7', 'Acetyltransf_6'",1
"'DUF952', 'Acetyltransf_1', 'DUF1205'",1
"'DUF952', 'Acetyltransf_1', 'Acetyltransf_7'",1
"'Cupin_2', 'HTH_3'",1
"'DUF945', 'DUF6459'",1
'DUF6541',1
'DUF883_C',1
"'DUF87', 'TrwB_AAD_bind'",1
'DUF808',1
"'DUF805', 'TrbL'",1
'DUF772',1
'DUF742',1
'DUF680',1
'DUF6670',1
"'Cupin_3', 'NTPase_P4'",1
'DUF6605',1
"'DUF6596', 'Sigma70_r2', 'Sigma70_r4_2', 'Sigma70_r4'",1
"'Diacid_rec', 'HTH_30'",1
'Cpta_toxin',1
'DivIC',1
"'DnaJ', 'DUF6647'",1
"'EHN', 'bchO_mg_che_rel'",1
"'EHN', 'Abhydrolase_1', 'protocat_pcaD'",1
'EHN',1
'EF_0839',1
'CobG',1
"'EF-G', 'GETHR'",1
'CobW_C',1
"'ECH_1', 'dienoyl_CoA_hyt', 'RHH_4'",1
"'ECH_1', 'PaaB1'",1
"'ECH_1', 'ECH_2'",1
"'ECH_1', 'AMP-binding'",1
"'Collagen_mid', 'Peptidase_M3_N'",1
"'EAL', 'PAS_4', 'choice_anch_A'",1
"'EAL', 'GGDEF', 'DUF4131'",1
"'EAL', 'DUF4131'",1
"'EAL', 'DICT'",1
"'EAL', 'ACT_7', 'DUF5693'",1
"'EAL', 'ACT_7', 'DUF4398'",1
'CopG_antitoxin',1
'CorA',1
'Cornifin',1
'DotU',1
"'DnaJ_CXXCXGXG', 'zf-ACC', 'zf-RING_7', 'zf-TFIIB'",1
'DUF6550',1
"'DUF6537', 'IOR_alpha', 'IOR_beta'",1
'DUF4716',1
'DUF5654',1
'DUF5995',1
'DUF5994',1
'DUF5990',1
'DUF5988',1
"'DUF5931', 'HATPase_c', 'HisKA_3'",1
"'DUF5849', 'DUF2561'",1
"'DUF58', 'DUF3572'",1
"'DUF5753', 'HTH_31'",1
"'DUF5753', 'HTH_3'",1
'DUF5671',1
'DUF5655',1
"'DUF5606', 'CarboxypepD_reg'",1
'DUF6507',1
'DUF5605',1
'DUF5539',1
'DUF5335',1
'DUF533',1
'DUF5325',1
'DUF501',1
'DUF4956',1
"'DUF4925', 'CBM60'",1
'DUF4918',1
'DUF4913',1
'DUF485',1
'DUF5996',1
'DUF6003',1
'DUF6033',1
'DUF6063',1
'DUF6480',1
"'DUF6459', 'DUF4131'",1
'DUF6415',1
'DUF6404',1
"'DUF6377', 'RskA'",1
'DUF6345',1
"'DUF6343', 'DUF4307'",1
'DUF6328',1
'DUF6326',1
'DUF6325',1
'DUF6319',1
'DUF6307',1
'DUF6300',1
"'DUF6290', 'HicB'",1
'DUF6272',1
'DUF6264',1
'DUF6262',1
"'DUF6261', 'DUF6307'",1
'DUF6245',1
'DUF6228',1
'DUF6223',1
'DUF6207',1
'DUF6204',1
"'HTH_23', 'HTH_32', 'HTH_38'",1
"'HTH_23', 'HTH_AsnC-type'",1
"'HTH_24', 'HTH_AsnC-type', 'HTH_28', 'HTH_29'",1
"'NUDIX', 'DZR', 'zf-ribbon_3', 'zinc_ribbon_2', 'UPF0547'",1
'NifU',1
"'NicO', 'SfLAP'",1
'NicO',1
'Ni_insertion',1
"'Ni_hydr_CYTB', 'DUF4405'",1
'NanE',1
'Na_Pro_sym',1
"'NUDIX', 'zf-NADH-PPase', 'zf-ribbon_3'",1
"'NUDIX', 'mutt', 'NYN_YacP'",1
"'Anthrone_oxy', 'YqhR'",1
"'NUDIX', 'DZR', 'zinc_ribbon_2'",1
"'NUDIX', 'DUF4187'",1
'NrfD',1
'NTPase_1',1
'AraC_binding_2',1
'NTP_transf_2',1
'NRPS_term_dom',1
"'NQR2_RnfD_RnfE', 'NAD_binding_1'",1
"'NPCBM', 'Metallophos', 'NPCBM_assoc'",1
"'NMT1', 'mRNA_decap_C'",1
"'NMT1', '3A0103s03R'",1
'NMT1',1
"'NLPC_P60', 'tolA_full'",1
"'NLPC_P60', 'E1-E2_ATPase'",1
'NmrA',1
"'Nterm_IS4', 'DDE_Tnp_1', 'DUF6374'",1
"'HTH_24', 'HTH_AsnC-type', 'MarR', 'HTH_23'",1
'Oxidored-like',1
"'Alpha-amylase', 'trehalose_treC', 'Pullulanase_N2', 'CarboxypepD_reg'",1
'PA_CoA_Oxy4',1
"'PAS_4', 'HisKA', 'DivIC'",1
"'PAP2_3', 'DUF5933'",1
'PALP',1
'PAC2',1
'PA-IIL',1
"'P450_rel_GT_act', 'P450_cycloAA_1'",1
'Amidase_2',1
"'Amino_oxidase', 'cNMP_binding'",1
'Oxidored_q3',1
"'OsmC', 'Hydrolase_4'",1
'OAFO_sf',1
'OsmC',1
'Androgen_recep',1
"'OrfB_IS605', 'OrfB_Zn_ribbon', 'Stc1', 'HTH_OrfB_IS605'",1
'OrfB_IS605',1
'OpuAC',1
'OppC_N',1
"'OPT', 'Exosortase_EpsH'",1
'OPT',1
'OH-pyruv-isom',1
"'OB_aCoA_assoc', 'DUF35_N', 'AcCoA-C-Actrans'",1
"'Ank_4', 'Ank_3'",1
'NHase_beta',1
'NHLM_micro_ABC1',1
"'NHL', 'SGL'",1
"'Methyltransf_25', 'Ubie_methyltran', 'BchM-ChlM'",1
"'MoeA_N', 'moaB_proteo'",1
'ModE_repress',1
"'MoaF_C', 'MoaF'",1
'Mo_ABC_porter',1
"'MoCoBD_2', 'MoCoBD_1', 'LAL_C2', 'Sigma70_r4_2'",1
"'MoCoBD_2', 'MoCoBD_1', 'LAL_C2'",1
'MlaE',1
'Mg_trans_NIPA',1
'Methyltransf_3',1
"'Methyltransf_25', 'rib_alpha'",1
"'Methyltransf_25', 'meth_Rta_06860'",1
"'Methyltransf_25', 'Ribonucleas_3_2'",1
"'NHEJ_ligase_prk', 'LigD_PE_dom'",1
"'Methyltransf_25', 'Methyltransf_12'",1
"'Methyltransf_25', 'Methyltransf_11'",1
"'Methyltransf_25', 'MenG_MenH_UbiE', 'UbiG', 'Methyltransf_23'",1
"'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_24'",1
"'Methyltransf_23', 'Methyltransf_12', 'Methyltransf_25'",1
"'Methyltransf_23', 'DUF35_N'",1
"'Methyltransf_2', 'Dimerisation2'",1
"'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_8'",1
'Methyltransf_12',1
"'Methyltransf_11', 'hemK_rel_arch', 'DUF4031'",1
"'Methyltransf_11', 'Ubie_methyltran', 'UPF0146'",1
"'Mop', 'TOBE', 'HTH_17'",1
'Mpo1-like',1
'MraZ',1
'MrpF_PhaF',1
'NHEJ_ligase_prk',1
'NHEJ_ligase_lig',1
'NDH_I_N',1
'NDH_I_M',1
"'NDH_I_L', 'NDH_I_M', 'Proton_antipo_N'",1
"'NAD_kinase_C', 'NAD_kinase'",1
'NAD_kinase',1
"'NAD_binding_9', 'NAD_binding_8'",1
"'NAD_binding_8', 'Pyr_redox_3', 'MnmC_Cterm', 'lipoamide_DH'",1
"'NAD_binding_8', 'Pyr_redox_2', 'HpnE'",1
"'NAD_binding_2', 'NAD_binding_11'",1
"'NAD_binding_10', 'HpnA'",1
"'N6_Mtase', 'HsdM_N'",1
"'Mycofactocin_RRE', 'PGF-CTERM'",1
"'Mycofactocin_RRE', 'Hc1'",1
"'Mycofactocin_RRE', 'DUF2020'",1
"'Mycofactocin_RRE', 'CSLREA_Nterm'",1
'MutL',1
'MtN3_slv',1
'MscL',1
'MsbA_rel',1
'MsbA_lipidA',1
'Mrr_N',1
"'PA_CoA_Oxy5', 'Metal_hydrol'",1
"'Alpha-amylase', 'trehalose_treC', 'Big_7'",1
'PDH_E1_alph_y',1
"'Peptidase_S15', 'PepX_C'",1
"'Peripla_BP_2', 'selen_ocin'",1
'Acyl-CoA_dh_N',1
"'Perilipin', 'TNFR_16_TM'",1
'Peptidase_U4',1
"'Peptidase_S9_N', 'Peptidase_S9'",1
"'Peptidase_S9', 'Peptidase_S9_N'",1
"'Peptidase_S8', 'ASH'",1
'Peptidase_S8',1
"'Peptidase_S66', 'Peptidase_S66C'",1
"'Peptidase_S66', 'DUF4031', 'Peptidase_S66C', 'DUF5073'",1
'Peptidase_S58',1
'Peptidase_S11',1
'ParA',1
"'Peptidase_M75', 'Cupredoxin_1'",1
'Peptidase_M73',1
"'Peptidase_M48', 'VirB3'",1
"'Peptidase_M48', 'DUF4010'",1
'Peptidase_M20',1
"'Peptidase_M16_C', 'Propep_M14'",1
"'Peptidase_M14', 'CBM_6'",1
'Peptidase_M14',1
'Peptidase_A8',1
'Pep_deformylase',1
'PemK_toxin',1
"'Peripla_BP_3', 'ccpA'",1
"'Peripla_BP_3', 'ccpA', 'HTH_11', 'HTH_CodY'",1
"'Peripla_BP_4', 'TAT_signal_seq'",1
"'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_M'",1
"'Pkinase', 'DUF4189'",1
"'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_2'",1
'PilZN1',1
"'Phosphodiest', 'chol_sulfatase'",1
'PhoR',1
"'PhnU2', 'TrbK_Ti'",1
"'Acyl-CoA_dh_1', 'AidB_N', 'Acyl-CoA_dh_M'",1
'Phenol_MetA_deg',1
"'Phenol_Hydrox', 'YHS'",1
"'Acyl-CoA_dh_2', 'sulfur_SfnB'",1
"'Phasin', 'NRN1'",1
'Phage_tail_APC',1
"'Phage_integrase', 'recomb_XerC'",1
"'Phage_integrase', 'Phage_int_SAM_3'",1
'Phage_holin_5_2',1
'Phage_holin_4_2',1
"'Phage_holin_3_6', 'Spore_YhaL'",1
"'Phage_TAC_6', 'DUF6052'",1
'PhaG_MnhG_YufB',1
'PfkB',1
'PetM',1
"'PetG', 'DUF6404'",1
"'Peripla_BP_6', 'TRAP_alpha'",1
"'ParA', 'OrfB_Zn_ribbon'",1
'Paired_CXXCH_1',1
"'PDH_E1_alph_y', 'Transket_pyr', 'Transketolase_C'",1
"'PEP_synth', 'SHOCT'",1
'PKD_4',1
'PIN_9',1
"'Alpha-amylase', 'AMPK1_CBM', 'CBM_20', 'DUF3459'",1
"'PIG-L', 'mycothiol_MshB'",1
'PHB_DH',1
"'PHA_synth_I', 'PHBC_N'",1
'PHA_synth_I',1
'PGPGW',1
"'Alpha-amylase', 'branching_enzym', 'DUF5013'",1
'PGA_cap',1
'PEPcase',1
'PEP_synth',1
"'PadR', 'padR_acidobact'",1
"'PEP_resp_reg', 'propionate_PrpR', 'HTH_AsnC-type', 'GAF'",1
"'PEP_resp_reg', 'propionate_PrpR', 'HTH_30', 'HTH_50', 'AAA_22'",1
"'PEP_resp_reg', 'ntrC', 'HTH_30', 'Sigma54_activ_2', 'HTH_50'",1
"'PEP_resp_reg', 'ntrC', 'HTH_30', 'HTH_28', 'HTH_20'",1
"'PEP_resp_reg', 'Sigma54_activ_2', 'AAA_22', 'HTH_23'",1
"'PEP_resp_reg', 'PpsR-CrtJ', 'AAA_18'",1
"'PEP_resp_reg', 'GAF'",1
'PEP_his_kin',1
"'PE-PPE', 'PPE'",1
"'PE', 'T7SS_ESX_EspC'",1
"'Alpha-amylase', 'treS_nterm'",1
'PLDc_N',1
"'PMT_2', 'GT87'",1
"'PMT_4TMC', 'PMT_2'",1
'Alginate_lyase2',1
"'PadR', 'Vir_act_alpha_C'",1
"'PadR', 'PaaX'",1
'PaaX_trns_reg',1
"'PaaX', 'Trans_reg_C'",1
'PaaD',1
"'Aldedh', 'Pro_dh', 'aldehy_Rv0768'",1
"'PaaB1', 'fa_ox_alpha_mit'",1
"'PaaB1', 'ECH_2'",1
'PaaB1',1
'P_acnes_RR',1
'PTPS',1
'PTE',1
"'PS_I_psaM', 'TetR_C_14', 'RskA'",1
'PS_I_psaM',1
"'PRK', 'udk', 'AAA_16'",1
'PRK',1
'PRAI',1
'DAPG_hydrolase',1
"'PQQ_2', 'PQQ', 'PQQ_3'",1
'PQQ_2',1
"'PQ-loop', 'MtN3_slv', 'SPC12'",1
'PPC',1
"'Aldedh', 'crcB'",1
"'Methyltransf_11', 'Pse_Me-ase'",1
"'Methyltransf_11', 'Methyltransf_25', 'metW'",1
"'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_Tnp_ISL3'",1
"'HisKA_3', 'HATPase_c', 'VMA21'",1
"'HisKA_3', 'a_cpa1'",1
"'HisKA_3', 'TmoB'",1
"'HisKA_3', 'TGF_beta_GS'",1
"'HisKA_3', 'MYXO-CTERM', 'PEP_exosort'",1
"'HisKA_3', 'HSCB_C'",1
"'HisKA_3', 'HATPase_c_2', 'ORF_12_N'",1
"'HisKA_3', 'HATPase_c_2', 'Kazal_3'",1
"'HisKA_3', 'HATPase_c_2', 'GAF_2'",1
"'HisKA_3', 'HATPase_c_2', 'GAF'",1
"'HisKA_3', 'HATPase_c_2', 'DUF1294'",1
'CBM_2',1
"'HisKA_3', 'GAF_2', 'HATPase_c_2'",1
'HTH_Tnp_ISL3',1
"'CBS', 'BON'",1
"'HisKA_3', 'GAF', 'HATPase_c'",1
"'HisKA_3', 'GAF', 'GAF_3'",1
"'HisKA_3', 'GAF'",1
"'HisKA_3', 'DUF2298'",1
"'CD24', 'DUF3482'",1
"'HicB', 'RHH_1'",1
"'HicB', 'Arc'",1
'Hfq',1
'CDF',1
"'He_PIG', 'Peptidase_M1'",1
'CATASP',1
'HpaA',1
'HpaE',1
'HpaG-C-term',1
"'KR', 'Thioesterase', 'PP-binding', 'Hydrolase_4'",1
"'KR', 'PP-binding', 'RhaD_aldol-ADH', 'benzo_BadH'",1
'IstB_IS21',1
"'Bac_rhamnosid6H', 'Bac_rhamnosid_N', 'Bac_rhamnosid', 'Bac_rhamnosid_C'",1
'Inositol_P',1
'Indigoidine_A',1
"'IclR', 'HTH_IclR'",1
'IclR',1
'IU_nuc_hydro',1
"'INV_N', 'Glyco_tranf_2_5'",1
"'IMS', 'IMS_C', 'DNA_pol_lambd_f'",1
'IMPACT_YIGZ',1
'ILVD_EDD',1
'Baseplate_J',1
"'HxlR', 'Nudix_N_2'",1
"'HxlR', 'MarR_2'",1
"'HxlR', 'HTH_Crp_2'",1
"'HxlR', 'Alkyl_sulf_C'",1
'BenE',1
'HtaA',1
"'Beta_helix', 'beta_helix_1'",1
"'Beta_helix_2', 'formate_TAT', 'NosD_copper_fam'",1
"'Big_5', 'DUF2680', 'DUF5666'",1
'Harakiri',1
"'HTH_IclR', 'HTH_17'",1
"'Kinocilin', 'short_TIGR02808'",1
"'HTH_30', 'HTH_38'",1
'HTH_57',1
"'HTH_5', 'HTH_20', 'HTH_27'",1
"'HTH_5', 'HTH_20', 'HTH_24', 'MarR_2', 'HTH_28'",1
'HTH_5',1
"'HTH_38', 'rve', 'HTH_23', 'HTH_32'",1
"'HTH_37', 'antidote_HigA'",1
"'HTH_34', 'HTH_5'",1
"'HTH_31', 'NB-ARC', 'HTH_25', 'TPR_12', 'MarR_2', 'lon'",1
"'HTH_31', 'HTH_3', 'TPR_19'",1
"'HTH_31', 'HTH_19'",1
'CHAD',1
"'HTH_30', 'HTH_28', 'GGDEF_2', 'TOBE'",1
"'HTH_IclR', 'DprA_WH', 'HTH_Crp_2', 'Fe_dep_repress'",1
"'CHAD', 'CYTH'",1
"'HTH_3', 'TPR_MalT', 'TPR_19'",1
"'HTH_3', 'HTH_31', 'TPR_MalT', 'TPR_8'",1
"'HTH_3', 'HTH_31', 'TPR_MalT', 'TPR_19'",1
"'HTH_3', 'HTH_31'",1
"'HTH_3', 'HTH_28'",1
"'HTH_3', 'HTH_26', 'Utp14', 'HTH_31'",1
"'HTH_3', 'HTH_19'",1
"'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'TrmB'",1
"'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3'",1
"'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_11'",1
"'HTH_8', 'PEP_resp_reg', 'ntrC', 'HTH_23', 'FCD'",1
"'HTH_8', 'ntrC'",1
"'HTH_8', 'ntrC', 'PpsR-CrtJ'",1
"'HTH_8', 'ntrC', 'PpsR-CrtJ', 'AAA_18'",1
"'HTH_IclR', 'Dimerisation'",1
"'HTH_AsnC-type', 'Sigma70_r4'",1
"'HTH_AsnC-type', 'MarR_2', 'HTH_20'",1
"'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4', 'HTH_Tnp_ISL3'",1
"'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4'",1
"'HTH_AsnC-type', 'MarR', 'TrmB'",1
"'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'TrmB', 'HTH_Tnp_ISL3', 'Fe_dep_repress'",1
"'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'TrmB'",1
"'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'HTH_11'",1
"'CDF', 'PSD2'",1
"'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Fe_dep_repress'",1
"'CDF', 'ZT_dimer'",1
"'HTH_AsnC-type', 'MarR', 'HTH_Tnp_ISL3'",1
"'HTH_AsnC-type', 'MarR', 'HTH_11'",1
"'HTH_AsnC-type', 'HTH_24', 'MarR', 'Sigma70_r4'",1
"'HTH_AsnC-type', 'HTH_24', 'HTH_Tnp_ISL3', 'Sigma70_r4'",1
'CDP-OH_P_transf',1
"'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR', 'Sigma70_r4', 'HTH_11'",1
"'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR'",1
"'HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_Tnp_ISL3'",1
"'HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_24'",1
'CFAP61_N',1
"'HTH_8', 'ntrC', 'PpsR-CrtJ', 'DUF4166', 'AAA_18'",1
'Kinocilin',1
"'Bac_rhamnosid6H', 'Bac_rhamnosid_C', '3keto-disac_hyd', 'Laminin_G_2'",1
"'Methyltransf_11', 'Methyltransf_23', 'DMRT5_DMB', 'Ribosomal_L29e'",1
'MSMEG_4193',1
"'MarR', 'chol_sulf_TF'",1
"'MarR', 'MarR_2', 'HTH_IclR', 'DUF4817'",1
"'MarR', 'MarR_2', 'GntR'",1
"'MarR', 'HTH_IclR', 'HTH_Crp_2'",1
"'MarR', 'HTH_24', 'LexA_DNA_bind'",1
"'MarR', 'HTH_1', 'Crp'",1
"'MarR', 'GntR'",1
'AvrB_AvrC',1
'AvrD',1
"'Mannitol_dh_C', 'Mannitol_dh'",1
'MTES_1575',1
'BCCT',1
'BKACE',1
"'MR_MLE_C', 'Enolase_like_N'",1
"'MPAB_Lcp_cat', 'TAT_signal_seq'",1
'BD-FAE',1
'MOSC_N',1
"'MOSC', '3-alpha'",1
'MNHE',1
"'MM_CoA_mutase', 'lao', 'mmCoA_mut_beta', 'Tho1_MOS11_C'",1
"'MM_CoA_mutase', 'lao', 'mmCoA_mut_beta', 'KfrA_N'",1
"'MM_CoA_mutase', 'MeaB'",1
"'MMPL', 'HpnN'",1
"'BD-FAE', 'Abhydrolase_6'",1
"'MarR', 'padR_acidobact', 'GntR'",1
"'MarR_2', 'DUF1127'",1
"'MarR_2', 'HTH_24', 'TrmB'",1
"'MarR_2', 'HTH_AsnC-type', 'HxlR'",1
"'AsnC_trans_reg', 'HTH_Tnp_ISL3'",1
"'Methyltransf_11', 'MetW', 'BioC'",1
"'Methyltransf_11', 'DUF1127'",1
"'Methyltransf_11', 'DMRT5_DMB'",1
"'Methyltransf_11', 'CMAS'",1
"'2-Hacid_dh_C', 'AdoHcyase_NAD'",1
"'Methyltransf_11', 'BioC', 'DUF6374'",1
'Atu4866',1
"'Methyltransf_11', 'BchM-ChlM'",1
'AtuA',1
