,prot_1,prot_2,counts
3180,mycofactocin,MM_CoA_mutase,5
3181,ntrC,mycofact_creat,5
3182,Asp_Glu_race,Transp_cyt_pur,5
3183,Methyltransf_11,Transp_cyt_pur,5
3184,Glycos_transf_2,DNA_alkylation,5
3185,Glycos_transf_2,PA_CoA_Oxy5,5
3186,ntrC,HTH_8,5
3187,gas_vesic_GvpN,mycofact_OYE_1,5
3188,PA_CoA_Oxy5,HisKA_3,5
3189,CoA_transf_3,Glycos_transf_2,5
3190,Phosphodiest,mycofact_OYE_1,5
3191,GerE,Asp_Glu_race,5
3192,Rv0697,NAD_binding_8,5
3193,Methyltransf_11,Asp_Glu_race,5
3194,Meth_synt_2,Mycofactocin_RRE,5
3195,DSBA,Polyketide_cyc2,5
3196,Meth_synt_2,mycofact_rSAM,5
3197,AAA_5,Mg_chelatase,5
3198,mycofact_creat,Rieske,5
3199,actino_HemFlav,HTH_18,5
3200,actino_HemFlav,AbiEi_1,5
3201,mft_etfB,Fer4_9,5
3202,Fer4_9,ETF_alpha,5
3203,Fer4_9,Mycofactocin_RRE,5
3204,DoxX,Pyr_redox_2,5
3205,DoxX_3,DoxX,5
3206,GG-red-SF,VWA_CoxE,5
3207,AFOR_C,mycofact_OYE_2,5
3208,CO_dehy_Mo_lg,mycofact_TetR,5
3209,mycofact_glyco,tdh,5
3210,mycofactocin,zf-ribbon_3,5
3211,ETF_alpha,VWA_CoxE,5
3212,mycofact_rSAM,PA_CoA_ligase,5
3213,Mycofactocin_RRE,PA_CoA_ligase,5
3214,AMP-binding,adh_short,5
3215,AHSA1,HTH_Crp_2,5
3216,Fer4_9,mycofact_OYE_2,5
3217,DoxX,DNA_alkylation,5
3218,Fer4_9,mycofactocin,5
3219,MerR,Rv0697,5
3220,SDR_subfam_2,Usp,5
3221,FCD,mycofact_TetR,5
3222,2A0305,MarR_2,5
3223,mycofact_rSAM,zf-ribbon_3,5
3224,GG-red-SF,Fe-ADH,5
3225,HTH_Tnp_ISL3,MarR_2,5
3226,EutB,HTH_Tnp_ISL3,5
3227,2A0305,DDAH_eukar,5
3228,CO_dehy_Mo_lg,actino_HemFlav,5
3229,MarR_2,2A0306,5
3230,EutB,HTH_AsnC-type,5
3231,AFOR_C,ETF_alpha,5
3232,Rxyl_3153,Usp,5
3233,AFOR_N,ETF,5
3234,ETF_alpha,Rxyl_3153,5
3235,actino_HemFlav,PA_CoA_ligase,5
3236,TetR_C_24,Rv0697,5
3237,ETF_alpha,GerE,5
3238,2A0305,2A0306,5
3239,cyc_hxne_CoA_dh,CoA_transf_3,5
3240,2A0121,mycofact_rSAM,5
3241,2A0121,mycofactocin,5
3242,mycofact_glyco,HTH_5,5
3243,Voltage_CLC,mycofact_glyco,5
3244,Voltage_CLC,CoA_transf_3,5
3245,Voltage_CLC,GMC_mycofac_2,5
3246,Voltage_CLC,mycofactocin,5
3247,Voltage_CLC,mycofact_creat,5
3248,Voltage_CLC,PA_CoA_Oxy5,5
3249,AFOR_N,mycofact_glyco,5
3250,AFOR_N,mycofact_OYE_2,5
3251,mycofact_glyco,HAMP,5
3252,AFOR_C,GG-red-SF,5
3253,TetR_C_24,Pyr_redox_2,5
3254,ANTAR,Mycofactocin_RRE,5
3255,MaoC_dehydrat_N,mycofact_TetR,5
3256,26Sp45,Fe-ADH,5
3257,Response_reg,MFS_1,5
3258,citE,mycofactocin,5
3259,GG-red-SF,GerE,5
3260,mycofact_creat,tdh,5
3261,AHSA1,mycofact_glyco,5
3262,AHSA1,SDR_subfam_2,5
3263,MerR_1,mycofact_glyco,5
3264,TetR_C_31,mycofact_OYE_2,5
3265,TetR_C_31,mycofact_OYE_1,5
3266,SDR_subfam_2,HTH_29,5
3267,3oxo_ACP_reduc,mycofact_creat,5
3268,AFOR_N,ETF_alpha,5
3269,citE,mycofact_rSAM,5
3270,citE,Mycofactocin_RRE,5
3271,CoA_transf_3,Acyl-CoA_dh_1,5
3272,citE,actino_HemFlav,5
3273,Mycofactocin_RRE,zf-ribbon_3,5
3274,AFOR_N,GG-red-SF,5
3275,EutB,Usp,5
3276,actino_HemFlav,RelB,5
3277,mycofact_creat,SelP_N,5
3278,Rv0697,RelB,5
3279,TetR_N,RelB,5
3280,Mycofactocin_RRE,HTH_10,5
3281,mycofact_TetR,COXG,5
3282,VWA_CoxE,HTH_10,5
3283,HTH_11,Pyr_redox_2,5
3284,Pyrid_ox_like,Aldo_ket_red,5
3285,mycofact_glyco,TetR_C_6,5
3286,Aldo_ket_red,GerE,5
3287,mycofact_rSAM,HTH_10,5
3288,mycofactocin,HTH_10,5
3289,Mycofactocin_RRE,IPTL_CTERM,5
3290,GerE,HTH_10,5
3291,mycofact_creat,TetR_C_6,5
3292,SDR_subfam_2,HTH_8,5
3293,SDR_subfam_2,SelP_N,5
3294,mycofact_creat,GG-red-SF,5
3295,SHOCT,rpsJ_bact,5
3296,Aldo_ket_red,am_tr_V_VC1184,5
3297,mycofact_creat,RelB,5
3298,Alpha-amylase,mycofact_creat,5
3299,FCD,mycofact_creat,5
3300,mycofact_glyco,RelB,5
3301,Reductase_C,RelB,5
3302,SDR_subfam_2,COXG,5
3303,SDR_subfam_1,P450_rel_GT_act,5
3304,DUF2332,RelB,5
3305,mycofactocin,RelB,5
3306,SDR_subfam_2,CbbQ_C,5
3307,mycofact_rSAM,RelB,5
3308,EF-Tu,CYP450_TxtE,5
3309,Pyr_redox_2,RelB,5
3310,HTH_11,CYP450_TxtE,5
3311,Mycofactocin_RRE,RelB,5
3312,aprB,Fer4_2,5
3313,Aldedh,AAA_18,5
3314,AsnC_trans_reg,2A0306,5
3315,mycofact_rSAM,IPTL_CTERM,5
3316,EutB,Orn_aminotrans,5
3317,EutB,AsnC_trans_reg,5
3318,2A0305,HTH_AsnC-type,5
3319,SPW,IPTL_CTERM,5
3320,EutB,DDAH_eukar,5
3321,2A0305,mycofactocin,5
3322,2A0305,Pyr_redox_2,5
3323,Aldedh,Methyltransf_25,5
3324,Pyr_redox_2,IPTL_CTERM,5
3325,2A0305,Orn_aminotrans,5
3326,2A0305,AsnC_trans_reg,5
3327,EutB,MarR_2,5
3328,2A0305,Reductase_C,5
3329,MarR_2,Usp,5
3330,AFOR_C,mycofact_glyco,5
3331,2A0305,HTH_Tnp_ISL3,5
3332,mycofactocin,IPTL_CTERM,5
3333,Fer4_9,GG-red-SF,5
3334,EutB,2A0306,5
3335,PA_CoA_Oxy5,IPTL_CTERM,5
3336,glut_race,IPTL_CTERM,5
3337,AFOR_C,ETF,5
3338,mycofact_glyco,zf-ribbon_3,5
3339,Fer4_9,ETF,5
3340,Fer4_9,mycofact_rSAM,5
3341,ETF_alpha,Fe-ADH,5
3342,IPTL_CTERM,mycofact_TetR,5
3343,mycofact_OYE_1,betaine_BetI,5
3344,2A0305,mycofact_TetR,5
3345,AsnC_trans_reg,MarR_2,5
3346,EutB,Pyr_redox_2,5
3347,EutB,Reductase_C,5
3348,2A0305,Usp,5
3349,aprB,Fer4,5
3350,mycofact_rSAM,HTH_AraC,5
3351,ETF,ilvD,5
3352,T7SS_ESX_EspC,actino_HemFlav,5
3353,mycofact_rSAM,HHH_6,5
3354,nickel_nikD,mycofact_rSAM,5
3355,mycofactocin,TIGR00147,5
3356,ETF,HHH_9,5
3357,SDR_subfam_1,HxlR,5
3358,mycofact_rSAM,TIGR00147,5
3359,Sigma70_r4,SDR_subfam_1,5
3360,HTH_38,Methyltransf_11,5
3361,HTH_28,Response_reg,5
3362,adh_short,Fer4_13,5
3363,nickel_nikC,actino_HemFlav,5
3364,HHH_6,Tex_YqgF,5
3365,GG-red-SF,Tex_YqgF,5
3366,ETF_alpha,HHH_3,5
3367,Rv0697,TIGR00147,5
3368,Beta-lactamase,SDR_subfam_1,5
3369,NDMA_methanol,Peripla_BP_2,5
3370,Polyketide_cyc2,NDMA_methanol,5
3371,Acetyltransf_6,mycofact_OYE_1,5
3372,GerE,DUF222,5
3373,mycofact_TetR,TOBE_2,5
3374,GG-red-SF,Tex_N,5
3375,Rxyl_3153,TetR_N,5
3376,Tex_N,HHH_6,5
3377,HTH_23,Glyoxalase_6,5
3378,TetR_N,Pyrid_ox_like,5
3379,mycofactocin,HTH_AraC,5
3380,AMP-binding,HTH_23,5
3381,Acetyltransf_6,mycofact_OYE_2,5
3382,ETF_alpha,Tex_N,5
3383,AMP-binding,ECH_1,5
3384,Mycofactocin_RRE,MM_CoA_mutase,5
3385,Mycofactocin_RRE,TRX_reduct,5
3386,ECH_1,AcCoA-C-Actrans,5
3387,SDR_subfam_1,Mg_chelatase,5
3388,mycofact_OYE_1,HHH_6,5
3389,mycofactocin,TRX_reduct,5
3390,SDR_subfam_1,Fe-ADH,5
3391,MbtH,AMP-binding,5
3392,nickel_nikB,actino_HemFlav,5
3393,WD40,GerE,5
3394,nickel_nikB,mycofact_glyco,5
3395,SDR_subfam_2,ROK,5
3396,NDMA_methanol,Pyrid_ox_like,5
3397,CoA_transf_3,SnoaL_2,5
3398,CoA_transf_3,adh_short_C2,5
3399,HHH_6,ilvD,5
3400,PD40,GerE,5
3401,ETF,HHH_3,5
3402,mycofact_rSAM,TRX_reduct,5
3403,Pyr_redox_2,HTH_31,5
3404,Transp_cyt_pur,VWA_CoxE,5
3405,mycofact_creat,HTH_29,5
3406,MTES_1575,Mycofactocin_RRE,5
3407,mft_etfB,HHH_3,5
3408,MTES_1575,mycofact_rSAM,5
3409,WD40,PD40,5
3410,mycofact_creat,MTES_1575,5
3411,HATPase_c,Methyltransf_11,5
3412,nickel_nikD,nickel_nikE,5
3413,MTES_1575,actino_HemFlav,5
3414,HHH_6,HHH_3,5
3415,GG-red-SF,HHH_3,5
3416,adh_short_C2,SnoaL_2,5
3417,mft_etfB,ilvD,5
3418,AAA_5,efflux_Bcr_CflA,5
3419,mycofact_glyco,MTES_1575,5
3420,Rv0697,CobT_C,5
3421,nickel_nikC,nickel_nikD,5
3422,SDR_subfam_1,Fer4_6,5
3423,GAF_2,GAF,5
3424,mycofact_TetR,TAT_signal_seq,5
3425,mycofact_OYE_2,HHH_6,5
3426,GG-red-SF,greA,5
3427,mycofactocin,HHH_6,5
3428,greA,HHH_6,5
3429,MTES_1575,mycofact_TetR,5
3430,SDR_subfam_2,HHH_6,5
3431,VWA_CoxE,efflux_Bcr_CflA,5
3432,SnoaL_2,Pyr_redox_2,5
3433,Methyltransf_19,mycofact_TetR,5
3434,MTES_1575,mycofactocin,5
3435,ETF_alpha,ilvD,5
3436,nickel_nikB,nickel_nikD,5
3437,pimC_large,mycofact_rSAM,5
3438,HisKA_3,HTH_IclR,5
3439,GG-red-SF,S1,5
3440,mycofact_glyco,HTH_AraC,5
3441,PD40,mycofactocin,5
3442,mft_etfB,Tex_YqgF,5
3443,HIBADH,actino_HemFlav,5
3444,Mycofactocin_RRE,Lipase_GDSL_2,5
3445,actino_HemFlav,TIGR00147,5
3446,mycofact_rSAM,Lipase_GDSL_2,5
3447,mycofactocin,Lipase_GDSL_2,5
3448,ETF,HHH_6,5
3449,CobT_C,mycofact_creat,5
3450,ETF,greA,5
3451,mycofact_TetR,HHH_6,5
3452,ETF,S1,5
3453,Reductase_C,malic,5
3454,ETF,Tex_N,5
3455,mycofact_glyco,DprA_WH,5
3456,HHH_6,HHH_9,5
3457,GG-red-SF,HHH_6,5
3458,mycofact_glyco,Lipase_GDSL_2,5
3459,ETF_alpha,HHH_6,5
3460,DUF222,SDR_subfam_1,5
3461,PD40,actino_HemFlav,5
3462,GG-red-SF,HHH_9,5
3463,ECH_1,TetR_N,5
3464,T7SS_ESX_EspC,mycofactocin,5
3465,SDR_subfam_2,LCM,5
3466,AMP-binding_C,Acyl-CoA_dh_M,5
3467,ETF,Tex_YqgF,5
3468,mycofact_TetR,Sortase,5
3469,quinone_pig3,mycofact_glyco,5
3470,mft_etfB,S1,5
3471,SDR_subfam_1,Sirohm_synth_M,5
3472,T7SS_ESX_EspC,mycofact_TetR,5
3473,mft_etfB,Tex_N,5
3474,GG-red-SF,ilvD,5
3475,HIBADH,mycofact_creat,5
3476,Thioesterase,DNA_alkylation,5
3477,Mycofactocin_RRE,HHH_6,5
3478,SDR_subfam_2,LysR_substrate,5
3479,Mycofactocin_RRE,TIGR00147,5
3480,Acyl-CoA_dh_1,ECH_1,5
3481,ETF_alpha,Tex_YqgF,5
3482,mycofact_TetR,TIGR00147,5
3483,SDR_subfam_2,Lipase_GDSL_2,5
3484,SDR_subfam_1,HTH_3,5
3485,TetR_N,Acyl-CoA_dh_1,5
3486,SDR_subfam_1,TIGR00147,5
3487,AAA_5,SEC-C,5
3488,mycofact_creat,AraC_binding_2,5
3489,Reductase_C,Malic_M,5
3490,TetR_C_6,mycofact_TetR,5
3491,mycofact_OYE_2,LCM,5
3492,AMP-binding,Acyl-CoA_dh_M,5
3493,MarR_2,SDR_subfam_1,5
3494,DUF1707,Peripla_BP_2,5
3495,pimC_large,mycofactocin,5
3496,ETF_alpha,HHH_9,5
3497,actino_HemFlav,Lipase_GDSL_2,5
3498,ETF_alpha,greA,5
3499,Thioesterase,Rv0697,5
3500,SDR_subfam_1,MLTR_LBD,5
3501,pimC_large,Mycofactocin_RRE,5
3502,HHH_6,S1,5
3503,MFS_1,2_A_01_02,4
3504,Methyltransf_11,AAA_30,4
3505,mycofact_rSAM,menE,4
3506,mycofact_OYE_2,zf-C2H2_11,4
3507,Mycofactocin_RRE,Cupin_3,4
3508,proV,mycofact_rSAM,4
3509,pcaR_pcaU,Response_reg,4
3510,mycofactocin,Cupin_3,4
3511,mycofact_rSAM,4HBT_2,4
3512,FAD_binding_2,mycofact_TetR,4
3513,Fer4,phoR_proteo,4
3514,pcaR_pcaU,HisKA_3,4
3515,mycofact_glyco,TPR_2,4
3516,TOBE_2,Tex_YqgF,4
3517,GerE,AMP-binding_C,4
3518,Rv0697,Fer4_6,4
3519,marine_srt_targ,Methyltransf_11,4
3520,Aldedh,Methyltransf_11,4
3521,GerE,AMP-binding,4
3522,AAA_5,HTH_18,4
3523,Sigma54_activ_2,Mycofactocin_RRE,4
3524,Tex_N,TOBE_2,4
3525,bpMoxR,Rv0697,4
3526,AAA_5,drrA,4
3527,Mycofactocin_RRE,MPAB_Lcp_cat,4
3528,RutR,Pyr_redox_2,4
3529,VWA_2,bpMoxR,4
3530,mycofactocin,Sortase,4
3531,SGL,mycofact_creat,4
3532,pcaR_pcaU,Fe-ADH,4
3533,mycofact_OYE_1,GAF_2,4
3534,mycofact_creat,Sortase,4
3535,HTH_7,Pyr_redox_2,4
3536,mycofactocin,EamA,4
3537,SDR_subfam_1,PAS_4,4
3538,AAA_16,TPR_2,4
3539,am_tr_V_VC1184,GAF_2,4
3540,FAD_binding_2,TetR_N,4
3541,DUF222,Transp_cyt_pur,4
3542,mycofact_creat,chaperone_ClpB,4
3543,Methyltransf_25,adh_short,4
3544,DJ-1_PfpI,mycofact_glyco,4
3545,ETF_alpha,zf-C2H2_11,4
3546,Abhydrolase_1,SDR_subfam_2,4
3547,SGL,mycofact_glyco,4
3548,mycofact_TetR,Meth_synt_2,4
3549,mycofact_rSAM,Sortase,4
3550,TetR_N,Acyl-CoA_dh_M,4
3551,mycofactocin,MPAB_Lcp_cat,4
3552,Polyketide_cyc2,mycofact_OYE_2,4
3553,GG-red-SF,zf-C2H2_11,4
3554,mft_etfB,Usp,4
3555,Reductase_C,IPTL_CTERM,4
3556,mycofact_glyco,IPTL_CTERM,4
3557,Mycofactocin_RRE,zf-C2H2_11,4
3558,AMP-binding_C,Acyl-CoA_dh_1,4
3559,mycofact_OYE_1,zf-C2H2_11,4
3560,mycofactocin,Flavodoxin_2,4
3561,GerE,MR_MLE_C,4
3562,PA_CoA_Oxy5,HTH_31,4
3563,AMP-binding,Acyl-CoA_dh_1,4
3564,SDR_subfam_1,GAF_2,4
3565,actino_HemFlav,TPR_2,4
3566,proV,mycofact_glyco,4
3567,mycofactocin,4HBT_2,4
3568,GAF,HATPase_c_2,4
3569,DUF779,Methyltransf_11,4
3570,HisKA_3,AAA_30,4
3571,Mycofactocin_RRE,Sortase,4
3572,AAA_5,LssY_C,4
3573,mycofact_rSAM,MPAB_Lcp_cat,4
3574,mycofact_OYE_1,Usp,4
3575,Rv0697,TPR_19,4
3576,mycofactocin,zf-C2H2_11,4
3577,DUF2604,GerE,4
3578,mycofact_rSAM,zf-C2H2_11,4
3579,RutR,HTH_AsnC-type,4
3580,Abhydrolase_6,SDR_subfam_2,4
3581,Rv0697,LssY_C,4
3582,Thioesterase,actino_HemFlav,4
3583,mycofact_TetR,LssY_C,4
3584,Rv0697,HATPase_c_2,4
3585,Rxyl_3153,Polyketide_cyc2,4
3586,greA,Fer4_2,4
3587,selen_ocin,mycofactocin,4
3588,CobN-Mg_chel,S1,4
3589,Tex_N,Fer4_2,4
3590,26Sp45,GerE,4
3591,alpha_am_amid,actino_HemFlav,4
3592,AMP-binding_C,adh_short,4
3593,CobN-Mg_chel,HHH_3,4
3594,actino_HemFlav,Epimerase,4
3595,TPR_2,GerE,4
3596,HTH_28,GAF,4
3597,CobN-Mg_chel,ilvD,4
3598,CobN-Mg_chel,HHH_9,4
3599,Tex_YqgF,Fer4_2,4
3600,Mycofactocin_RRE,TPR_2,4
3601,Mycofactocin_RRE,DUF664,4
3602,HTH_28,SDR_subfam_1,4
3603,S1,Fer4_2,4
3604,FAD_binding_5,actino_HemFlav,4
3605,CO_deh_flav_C,actino_HemFlav,4
3606,pucE,mycofact_TetR,4
3607,Aldo_ket_red,SDR_subfam_1,4
3608,CBS,Mycofactocin_RRE,4
3609,CobN-Mg_chel,mycofact_OYE_1,4
3610,ilvD,Fer4,4
3611,mycofact_rSAM,PIN,4
3612,HHH_3,Fer4,4
3613,HHH_9,Fer4,4
3614,TOBE_2,HHH_3,4
3615,S1,Fer4,4
3616,HHH_6,Fer4_2,4
3617,RutR,Rv0697,4
3618,mycofactocin,PIN,4
3619,HisKA_3,DUF2604,4
3620,26Sp45,HisKA_3,4
3621,DUF2604,Response_reg,4
3622,mycofact_rSAM,Flavodoxin_2,4
3623,26Sp45,mycofact_creat,4
3624,mycofact_rSAM,/NonD,4
3625,Bac_luciferase,Rxyl_3153,4
3626,Bac_luciferase,Aldedh,4
3627,mycofact_glyco,4HBT_2,4
3628,mycofact_rSAM,AAA_22,4
3629,AHSA1,TetR_N,4
3630,mycofactocin,AAA_22,4
3631,2A0121,actino_HemFlav,4
3632,actino_HemFlav,4HBT_2,4
3633,2A0121,mycofact_creat,4
3634,mycofact_OYE_2,/NonD,4
3635,Acyl-CoA_dh_M,CoA_transf_3,4
3636,Abhydrolase_1,SDR_subfam_1,4
3637,SDR_subfam_2,DAO,4
3638,Mycofactocin_RRE,PIN,4
3639,AAA_5,DUF2201,4
3640,selen_ocin,mycofact_rSAM,4
3641,selen_ocin,Mycofactocin_RRE,4
3642,DUF1648,mycofact_TetR,4
3643,mycofact_OYE_2,TOBE_2,4
3644,HTH_Crp_2,SDR_subfam_2,4
3645,Methyltransf_11,Aldo_ket_red,4
3646,Tex_YqgF,Fer4,4
3647,Mycofactocin_RRE,/NonD,4
3648,am_tr_V_VC1184,PqqA,4
3649,actino_HemFlav,Aldo_ket_red,4
3650,HisKA_3,Flavodoxin_2,4
3651,pucE,mycofact_creat,4
3652,SDR_subfam_1,Methyltransf_25,4
3653,CO_deh_flav_C,SDR_subfam_2,4
3654,pucE,Mycofactocin_RRE,4
3655,SDR_subfam_2,HTH_28,4
3656,pimC_large,TetR_N,4
3657,pucE,mycofact_rSAM,4
3658,mycofact_TetR,TPR_19,4
3659,pucE,CO_deh_flav_C,4
3660,greA,TOBE_2,4
3661,TOBE_2,HHH_9,4
3662,VWA,mycofact_rSAM,4
3663,VWA,Mycofactocin_RRE,4
3664,mycofact_rSAM,Epimerase,4
3665,pucE,mycofactocin,4
3666,marine_srt_targ,LssY_C,4
3667,pucE,actino_HemFlav,4
3668,GG-red-SF,Usp,4
3669,bpMoxR,Methyltransf_11,4
3670,TOBE_2,S1,4
3671,VWA,mycofactocin,4
3672,SDR_subfam_1,LssY_C,4
3673,mycofact_rSAM,LssY_C,4
3674,GerE,MFS_1,4
3675,Methyltransf_11,LssY_C,4
3676,SDR_subfam_1,HTH_7,4
3677,VWA_2,LssY_C,4
3678,Mycofactocin_RRE,LssY_C,4
3679,AA-adenyl-dom,actino_HemFlav,4
3680,mycofactocin,LssY_C,4
3681,VWA,AAA_5,4
3682,mycofact_OYE_1,TOBE_2,4
3683,FAD_binding_5,SDR_subfam_2,4
3684,XdhC_C,Mycofactocin_RRE,4
3685,XdhC_C,mycofact_glyco,4
3686,pucE,mycofact_glyco,4
3687,ETF_alpha,Usp,4
3688,HTH_20,mycofact_OYE_1,4
3689,CobN-Mg_chel,Tex_N,4
3690,mft_etfB,Rxyl_3153,4
3691,FAD_binding_5,mycofact_TetR,4
3692,HHH_6,Fer4,4
3693,CO_deh_flav_C,mycofact_TetR,4
3694,pucE,FAD_binding_5,4
3695,greA,Fer4,4
3696,CobN-Mg_chel,mycofact_OYE_2,4
3697,Mycofactocin_RRE,Epimerase,4
3698,Tex_N,Fer4,4
3699,CobN-Mg_chel,Tex_YqgF,4
3700,ilvD,Fer4_2,4
3701,HHH_3,Fer4_2,4
3702,HHH_9,Fer4_2,4
3703,mycofactocin,DUF2604,4
3704,CO_dehy_Mo_lg,SDR_subfam_2,4
3705,SDR_subfam_1,Isochorismatase,4
3706,XdhC_C,mycofact_creat,4
3707,Rxyl_3153,HTH_AsnC-type,4
3708,mycofact_glyco,Methyltransf_19,4
3709,XdhC_C,mycofact_rSAM,4
3710,VWA_CoxE,HTH_28,4
3711,mycofact_OYE_2,Usp,4
3712,GG-red-SF,Rxyl_3153,4
3713,TOBE_2,ilvD,4
3714,pucE,SDR_subfam_2,4
3715,XdhC_C,mycofactocin,4
3716,AAA_5,drrB,4
3717,SBP_bac_8,mycofactocin,4
3718,Rxyl_3153,HTH_24,4
3719,mycofact_TetR,KshA_C,4
3720,mycofact_creat,sda_mono,4
3721,mycofact_rSAM,F420_MSMEG_2249,4
3722,NAD_binding_8,Pyr_redox_3,4
3723,Rv0697,KshA_C,4
3724,DUF4442,Rv0697,4
3725,DUF4442,drrA,4
3726,mycofactocin,4HBT,4
3727,Rieske,KshA_C,4
3728,mycofactocin,F420_MSMEG_2249,4
3729,mycofact_rSAM,4HBT,4
3730,mycofact_glyco,Fer4_15,4
3731,Rv0697,Isochorismatase,4
3732,DUF4442,ABC2_membrane,4
3733,mycofact_glyco,Hydrolase_4,4
3734,AcCoA-C-Actrans,Acyl-CoA_dh_1,4
3735,Alpha-amylase,SDR_subfam_2,4
3736,DUF4442,drrC,4
3737,mycofact_creat,KshA_C,4
3738,Rv0697,Rieske,4
3739,mycofactocin,HTH_17,4
3740,actino_HemFlav,F420_MSMEG_2249,4
3741,Transp_cyt_pur,NDMA_methanol,4
3742,actino_HemFlav,Fer4_15,4
3743,lao,mycofactocin,4
3744,mycofact_creat,Fer4_15,4
3745,mycofact_creat,F420_MSMEG_2249,4
3746,mycofactocin,KshA_C,4
3747,NAD_binding_8,AMP-binding,4
3748,mycofact_rSAM,KshA_C,4
3749,lao,actino_HemFlav,4
3750,actino_HemFlav,sda_mono,4
3751,drrC,drrA,4
3752,mycofact_glyco,F420_MSMEG_2249,4
3753,HTH_31,AAA_5,4
3754,actino_HemFlav,KshA_C,4
3755,mycofact_TetR,F420_MSMEG_2249,4
3756,mycofact_rSAM,2a6301s01,4
3757,lao,Mycofactocin_RRE,4
3758,PpsR-CrtJ,mycofact_glyco,4
3759,Mycofactocin_RRE,4HBT,4
3760,PpsR-CrtJ,mycofactocin,4
3761,PGDH,SHOCT,4
3762,Cob-chelat-sub,SDR_subfam_1,4
3763,VWA_CoxE,bpMoxR,4
3764,PpsR-CrtJ,actino_HemFlav,4
3765,GerE,CO_dehy_Mo_lg,4
3766,GerE,FAD_binding_5,4
3767,GerE,4hydroxCoAred,4
3768,PpsR-CrtJ,Mycofactocin_RRE,4
3769,PpsR-CrtJ,mycofact_rSAM,4
3770,lao,mycofact_creat,4
3771,3oxo_ACP_reduc,mycofact_glyco,4
3772,CoA_transf_3,TetR_C_33,4
3773,lao,mycofact_rSAM,4
3774,HTH_24,Orn_aminotrans,4
3775,Glyoxalase_6,HTH_24,4
3776,HTH_31,GerE,4
3777,chaperone_ClpB,GerE,4
3778,PpsR-CrtJ,SDR_subfam_2,4
3779,HTH_Tnp_ISL3,TrmB,4
3780,NAD_binding_8,AMP-binding_C,4
3781,VWA_CoxE,PpsR-CrtJ,4
3782,chaperone_ClpB,Fe-ADH,4
3783,Gpr1_Fun34_YaaH,SDR_subfam_2,4
3784,Reductase_C,HTH_24,4
3785,Response_reg,4hydroxCoAred,4
3786,Asp_Glu_race,TrmB,4
3787,chaperone_ClpB,HisKA_3,4
3788,Fe-ADH,gas_vesic_GvpN,4
3789,Methyltransf_25,gas_vesic_GvpN,4
3790,Mycofactocin_RRE,DUF2604,4
3791,Response_reg,CO_deh_flav_C,4
3792,TrmB,CYP450_TxtE,4
3793,mycofact_rSAM,HTH_17,4
3794,Response_reg,CO_dehy_Mo_lg,4
3795,TetR_C_30,Mycofactocin_RRE,4
3796,26Sp45,Response_reg,4
3797,HTH_31,AAA_16,4
3798,TetR_C_30,actino_HemFlav,4
3799,TetR_C_30,mycofactocin,4
3800,mycofact_glyco,bpMoxR,4
3801,mycofact_glyco,DUF4131,4
3802,SCP2,Mycofactocin_RRE,4
3803,SCP2,mycofact_rSAM,4
3804,mycofactocin,2a6301s01,4
3805,VWA_CoxE,Creatininase,4
3806,SDR_subfam_1,rpsG_bact,4
3807,mycofactocin,Amidase,4
3808,mycofact_rSAM,recomb_XerC,4
3809,xylG,adh_short_C2,4
3810,Reductase_C,rpsG_bact,4
3811,pcaR_pcaU,Rxyl_3153,4
3812,TetR_C_30,mycofact_rSAM,4
3813,EF-Tu,rpsG_bact,4
3814,actino_HemFlav,2a6301s01,4
3815,SCP2,mycofactocin,4
3816,SPW,TetR_C_31,4
3817,PD40,Methyltransf_11,4
3818,SCP2,mycofact_glyco,4
3819,T7SS_ESX_EspC,SDR_subfam_1,4
3820,AAA_16,HTH_23,4
3821,PQQ_ABC_repeats,mycofactocin,4
3822,T7SS_ESX_EspC,TetR_N,4
3823,actino_HemFlav,2_A_01_02,4
3824,PQQ_ABC_repeats,Mycofactocin_RRE,4
3825,mycofact_glyco,Amidase,4
3826,PQQ_ABC_repeats,mycofact_rSAM,4
3827,WD40,Methyltransf_11,4
3828,efflux_EmrB,P450_rel_GT_act,4
3829,Methyltransf_12,actino_HemFlav,4
3830,Transp_cyt_pur,AAA_16,4
3831,mycofact_glyco,2a6301s01,4
3832,Methyltransf_11,HTH_23,4
3833,SCP2,actino_HemFlav,4
3834,PE,Sig70_famx2,4
3835,GMC_mycofac_2,Glycos_transf_2,4
3836,PE,Glyoxalase_6,4
3837,gas_vesic_GvpN,mycofact_OYE_2,4
3838,VWA_CoxE,UPF0225,4
3839,Mycofactocin_RRE,HTH_17,4
3840,Amidohydro_2,adh_short_C2,4
3841,AbiEi_1,mycofact_glyco,4
3842,lao,mycofact_TetR,4
3843,VWA_CoxE,SEC-C,4
3844,4hydroxCoAred,mycofact_OYE_1,4
3845,Alpha-amylase,actino_HemFlav,4
3846,Rv0697,F420_MSMEG_2249,4
3847,SDR_subfam_2,pcaR_pcaU,4
3848,mycofact_glyco,KshA_C,4
3849,AAA_16,PD40,4
3850,TetR_N,cytochro_ccmI,4
3851,mycofact_creat,rpsG_bact,4
3852,Mycofactocin_RRE,sda_mono,4
3853,actino_HemFlav,rpsG_bact,4
3854,betaine_BetI,SDR_subfam_1,4
3855,mycofact_creat,HTH_17,4
