,acc_cyt,domains,mycofactocin,Mycofactocin_RRE,mycofact_rSAM,mycofact_TetR,actino_HemFlav,mycofact_glyco,mycofact_creat,SDR_subfam_1,Rv0697,TetR_N,Pyr_redox_2,SDR_subfam_2,AAA_5,VWA_CoxE,Reductase_C,GerE,mycofact_OYE_2,Response_reg,NDMA_methanol,PA_CoA_Oxy5,HisKA_3,mycofact_OYE_1,Methyltransf_11,efflux_EmrB,Fe-ADH
WP_040718660.1,zzzzzz5,"['NDMA_methanol', 'AAA_5', 'Sigma54_activ_2', '26Sp45', 'VWA_CoxE', 'Methyltransf_25', 'mycofact_glyco', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fe-ADH', 'HisKA_3', 'GAF_2', 'DUF2604', 'Response_reg', 'GerE', 'Trans_reg_C', 'mycofact_creat', 'Cupin_6', 'HTH_18', 'Flavodoxin_2', 'DUF664']",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1
WP_182345901.1,zzzz112,"['SnoaL_2', 'met_syn_B12ind', 'DUF2339', 'Response_reg', 'GerE', 'DUF5931', 'HATPase_c', 'HisKA_3', 'DinB_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'Transglut_core', 'Transglycosylas', 'SnoaL_2', 'mycofact_OYE_2', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
WP_212553384.1,zzzz118,"['NDMA_methanol', 'AAA_5', 'AAA_3', 'AAA_lid_2', 'VWA_CoxE', 'Big_3', 'Fe-ADH', 'HisKA_3', 'HATPase_c_2', 'DUF1294', 'GerE', 'Response_reg', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'DUF732', 'near_uncomplex', 'cysteate_syn']",1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1
WP_024805704.1,zzzz156,"['AAA_33', 'APH', 'Response_reg', 'GerE', 'HTH_29', 'Pyridox_ox_2', 'HTH_30', 'FA_desaturase', 'DUF3099', 'GntR', 'FCD', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'HTH_5', 'HTH_20', 'HTH_27', 'Glyoxalase', 'Glyoxalase_6', 'P450_rel_GT_act']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
WP_028643615.1,zzzz198,"['ECH_1', 'npdG', 'efflux_EmrB', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Peptidase_M14', 'CBM_6', 'cyc_hxne_CoA_dh', 'Alpha-amylase', 'branching_enzym', 'DUF5013', 'Peripla_BP_3', 'ccpA', 'HTH_11', 'HTH_CodY', 'DUF1059']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_159925553.1,zzzz263,"['drrA', 'DUF412', 'HTH_31', 'met_pdase_I', 'DUF222', 'HNH', 'Methyltransf_11', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
WP_024794746.1,zzzz319,"['AAA_5', 'AAA_16', 'VWA_CoxE', 'Fe-ADH', 'HisKA_3', 'GAF_2', 'GerE', 'Response_reg', 'Methyltransf_11', 'Methyltransf_23', 'DMRT5_DMB', 'Ribosomal_L29e', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'DUF222', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'GAF', 'Trans_reg_C']",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
WP_213002365.1,zzzz381,"['BLF1', 'Transport_MerF', 'Response_reg', 'GerE', 'HisKA_3', 'Transposase_20', 'MCPsignal', 'HAMP', 'LapA_dom', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'actino_HemFlav', 'SDR_subfam_1', 'Aldedh']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
WP_070352546.1,zzzz389,"['Orn_aminotrans', 'DDAH_eukar', 'AsnC_trans_reg', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'SigE-fam_strep', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'mycofact_TetR', 'CYP450_TxtE']",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_211903205.1,zzzz414,"['SBF_like', 'Acetyltransf_1', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mft_etfB', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'CDC48', 'UBA', 'VWA_CoxE', 'Methyltransf_11', 'MetW', 'BioC', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
WP_217637036.1,zzzz441,"['Peripla_BP_2', 'Transp_cyt_pur', 'thia_cytX', 'NTP_transf_9', 'mycofact_creat', 'efflux_Bcr_CflA', 'Pyrid_ox_like', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'am_tr_V_VC1184', 'NDMA_methanol', 'AAA_5', '26Sp45', 'VWA_CoxE', 'Aldo_ket_red', 'Polyketide_cyc2']",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
WP_083405415.1,zzzz464,"['TetR_N', 'TetR_C_20', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Malic_M', 'malic']",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_164203365.1,zzzz506,"['SBP_bac_8', 'betaine_BetI', 'TetR_N', 'MFS_1', '2_A_01_02', 'Rv0697', 'betA', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Dabb', 'SBP_bac_8', 'PhnU2', 'TrbK_Ti', 'PhnU2', 'potA', 'Cupin_2', 'HTH_3', 'HTH_31']",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_007531746.1,zzzz527,"['glut_race', 'TetR_N', 'betaine_BetI', 'SPW', 'DNA_alkylation', 'PA_CoA_Oxy5', 'TetR_C_1', 'TetR_N', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'GAF']",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_014378467.1,zzzz573,"['mycofact_glyco', 'Isochorismatase', 'PqqA', 'Peripla_BP_2', 'mycofact_creat', 'UPF0225', 'SEC-C', 'Pyrid_ox_like', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'actino_HemFlav', 'FAD_binding_3', 'Rxyl_3153', 'gas_vesic_GvpN', 'Cob-chelat-sub']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028938040.1,zzzz606,"['LigXa_C', 'PA_CoA_Oxy5', 'adh_short', 'pter_reduc_Leis', 'FAD_binding_3', 'Acetyltransf_6', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'HTH_20', 'AHSA1', 'DUF899', 'Polbeta']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_043515728.1,zzzz649,"['Ricin_B_lectin', 'selen_ocin', 'ccpA', 'TIGR02246', 'Metallophos', 'mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'PGF-CTERM', 'mycofactocin', 'DUF5988', 'AAA_16', 'GerE', 'Sigma70_r4_2', 'TPR_2', 'HTH_7', 'HTH_20', 'TPR_14', 'SDR_subfam_1', 'Bac_luciferase', 'omega_3_PfaA', 'KR', 'PS-DH', 'PP-binding', 'Docking', 'omega_3_PfaA', 'PS-DH', 'fabD', 'malonate_mdcH', 'PP-binding', 'PT_fungal_PKS', 'Docking', 'menH_SHCHC', 'Thioester-redct', 'omega_3_PfaA', 'PS-DH', 'Ketoacyl-synt_C', 'PP-binding', 'Docking']",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_203828539.1,zzzz674,"['DUF5671', 'DUF3616', 'Acetyltransf_1', 'DUF4236', 'DUF4111', 'Selenoprotein_S', 'Excalibur', 'EF-hand_5', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'actino_HemFlav', 'SDR_subfam_1', 'Aldedh']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_200846770.1,zzzz682,"['MLTR_LBD', 'TetR_N', 'TetR_C_16', 'MFS_1', 'CarboxypepD_reg', 'SdrD_B', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_22', 'DUF1016_N', 'CoA_transf_3', 'PucR', 'HTH_30', 'GABAtrnsam', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_N', 'Aldedh']",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_005625398.1,zzzz744,"['Cutinase', 'formate_TAT', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'sigma70-ECF', 'Malic_M', 'malic', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_20', 'P450_cycloAA_1']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_189842123.1,zzzz801,"['ECH_1', 'badI', 'adh_short', 'ADH_zinc_N', 'adh_short_C2', 'HIBADH', 'Aldedh', 'decarb_PcaC', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'XdhC_C', 'xanthine_xdhC', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Bac_rhamnosid6H', 'Bac_rhamnosid_N', 'Bac_rhamnosid', 'Bac_rhamnosid_C', 'Fer4_13', 'P450_cycloAA_1']",1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097196808.1,zzzz811,"['efflux_Bcr_CflA', 'mycofact_glyco', 'Peripla_BP_2', 'TAT_signal', 'mycofact_creat', 'UPF0225', 'SEC-C', 'Pyrid_ox_like', 'EAL', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'actino_HemFlav', 'PetG', 'DUF6404', 'Acetyltransf_1', 'FAD_binding_3']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_134322155.1,zzzz817,"['T2SSF', 'T2SSF', 'Cpta_toxin', 'heli_sec_ATPase', 'CpaE_hom_Actino', 'HAD-SF-IB-hyp1', 'adh_short_C2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF6403', 'DctQ', 'mycofact_glyco', 'mycofact_creat', 'VWA_CoxE', 'AAA_5', 'bpMoxR', 'TIGR02928']",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
WP_014442838.1,zzzz891,"['GGDEF', 'PIG-P', 'Flavin_Reduct', 'HTH_18', 'AraC_binding_2', 'MFS_1', '2_A_01_02', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Bac_luciferase', 'SDR_subfam_1', 'hemL', 'protocat_pcaD', 'FMO-like', 'DUF5710', 'Flavin_Reduct', 'Cupin_3']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188489265.1,zzzzz34,"['AAA_5', 'RuvB_N', '26Sp45', 'VWA_CoxE', 'nico', 'Fe-ADH', 'HisKA_3', 'GerE', 'Response_reg', 'Methyltransf_25', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'AMP-binding', 'AMP-binding_C', 'ABM', 'COesterase', 'Acetyltransf_1', 'MPAB_Lcp_cat', 'MR_MLE_C', 'Enolase_like_N']",1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
WP_187769310.1,zzzzz73,"['ectoine_ehuC', 'ectoine_ehuD', 'SBP_bac_3', 'mycofact_OYE_2', 'LysR_substrate', 'Aldedh', 'Pro_dh', 'aldehy_Rv0768', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'Aldedh', 'Rxyl_3153', 'Aldedh']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_072478286.1,zzzz136,"['HTH_AsnC-type', 'AsnC_trans_reg', 'Se_ssnA', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GntR', 'HTH_Crp_2', 'HTH_20', 'DUF1648', 'AHSA1', 'mycofact_TetR', 'DUF4190', 'Septum_form', 'betA']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_219413840.1,zzzz165,"['mucon_cyclo', 'catachol_actin', 'muco_delta', '2A0115', '2A0109', 'BenE', 'RibD_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF6319', 'DUF6063']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028848393.1,zzzz212,"['SIP', 'FAD_binding_9', 'mycofact_TetR', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4', 'Fer4_2', 'PorB_KorB', 'OAFO_sf', 'Aldedh', 'SDR_subfam_1', 'Bac_luciferase', 'MaoC_dehydratas']",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_109530701.1,zzzz337,"['HTH_20', 'TetR_N', 'ACT_3', 'cytochro_ccmI', 'DUF2254', 'Sulfatase', 'HAD', 'FGE-sulfatase', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'adh_short_C2', 'APH', 'DUF4149', 'AAA_5', 'CbbQ_C', 'VWA', 'TetR_N', 'RutR']",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_085097078.1,zzzz351,"['efflux_EmrB', 'zf-ribbon_3', 'PE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_23', 'DUF2332', 'SigE-fam_strep', 'Glyoxalase', 'PGDH', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_068915594.1,zzzz410,"['TetR_N', 'TetR_C_11', 'efflux_EmrB', 'Asp_Glu_race', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'DDAH_eukar', 'Orn_aminotrans', 'SDR_subfam_1', 'SHOCT', 'Phage_holin_3_6']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_089250989.1,zzzz429,"['actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GerE', 'Response_reg', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH', 'PA_CoA_Oxy5', 'PASTA']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
WP_163204339.1,zzzz474,"['Rxyl_3153', 'FAD_binding_3', '2TM', 'DUF1707', 'actino_HemFlav', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'EAL', 'GGDEF', 'Pyrid_ox_like', 'UPF0225', 'SEC-C', 'mycofact_creat', 'Peripla_BP_2', 'Isochorismatase', 'PqqA', 'mycofact_glyco']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_223860069.1,zzzz504,"['ETF_alpha', 'Ni_hydr_CYTB', 'DUF4405', 'AcCoA-C-Actrans', 'FadJ', 'quinone_pig3', 'Rxyl_3153', 'Aldedh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'Rv0697', 'Phage_integrase', 'quinone_pig3', 'citE']",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028850528.1,zzzz511,"['PorB_KorB', 'Fer4', 'Fer4_2', 'Abhydrolase_1', 'Abhydrolase_6', 'FAD_binding_2', 'TetR_C_33', 'MGT', 'Acetyltransf_1', 'TetR_N', 'betaine_BetI', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_TetR', 'DUF4293', 'DUF6338']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_083045943.1,zzzz568,"['rplD_bact', 'L3_bact', 'rpsJ_bact', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Eno-Rase_FAD_bd', 'HTH_3', 'HTH_26', 'Utp14', 'HTH_31', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_023956100.1,zzzz584,"['Glycos_transf_2', 'glyco_like_mftF', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DNA_alkylation', 'Pyr_redox_2', 'DUF3040', 'DUF3619']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_091619013.1,zzzz661,"['SBP_KPN_01854', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_23', 'tdh', 'Lactonase', 'AP_endonuc_2', 'RuMP_HxlA', 'gntK_FGGY', 'TetR_N', 'TetR_C_6']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_210588505.1,zzzz693,"['GMC_oxred_C', 'GMC_mycofac_2', 'Abhydrolase_10', 'adh_short', 'dhbA_paeA', 'SnoaL_4', 'SnoaL_2', 'tdh', 'TetR_N', 'TetR_C_11', 'HTH_29', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'CoA_transf_3', 'Amidohydro_3', 'ECH_1', 'AMP-binding']",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_109562001.1,zzzz741,"['DUF4442', 'COesterase', 'CYP450_TxtE', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MerR', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'GETHR']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_067693752.1,zzzz758,"['TauD', 'aldehy_Rv0768', 'CoA_transf_3', 'OB_aCoA_assoc', 'AcCoA-C-Actrans', 'ETF', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'pter_reduc_Leis', 'mycofact_glyco', 'actino_HemFlav', 'Amidohydro_3', 'CoA_transf_3', 'ECH_1', 'dienoyl_CoA_hyt', 'RHH_4']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067576398.1,zzzz764,"['Abhydrolase_1', 'menH_SHCHC', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PepSY_TM', 'DUF5134', 'zf-HC2', 'YtpI', 'sigma70-ECF', 'HTH_23', 'Caa3_CtaG', 'ATPase-IB_hvy', 'HMA', 'YkpC']",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_073727313.1,zzzz798,"['Fer4_15', 'APH', 'mycofact_TetR', 'HTH_7', 'HTH_AraC', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'Amidohydro_3', 'CoA_transf_3', 'ECH_1', 'PaaB1', 'F420_Rv1855c', 'F420_G6P_family', 'Amidohydro_2', 'MaoC_dehydrat_N']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_225951637.1,zzzz826,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_29', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4', 'DDAH_eukar', 'Orn_aminotrans']",1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_094616446.1,zzzz833,"['ThiS', 'MoeA_N', 'moaB_proteo', 'HTH_18', 'Cupin_2', 'HTH_28', 'cyc_hxne_CoA_dh', 'trpS', 'DUF222', 'HNH', 'Methyltransf_11', 'Methyltransf_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'GerE', 'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'HTH_31', 'DUF2614', 'Asp_Glu_race', 'Transp_cyt_pur']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
WP_155547112.1,zzzz852,"['Glyco_hydro_3', 'Glyco_hydro_3_C', 'Fn3-like', 'formate_TAT', 'Methyltransf_25', 'MenG_heptapren', 'SoxR', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'AHSA1', 'mycofact_TetR', 'DUF4190', 'Septum_form', 'betA', 'Aldedh']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_228389558.1,zzzz872,"['DUF4381', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF5654', 'HAD-SF-IB-hyp1', 'CpaE_hom_Actino', 'heli_sec_ATPase', 'T2SSF', 'DUF6203']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_184577043.1,zzzz885,"['SIP', 'FAD_binding_9', 'Dimerisation2', 'Phage_coatGP8', 'Pribosyltran', 'Methyltransf_25', 'DUF3802', 'betA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'pcaR_pcaU', 'Rxyl_3153', 'Aldedh']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097941235.1,zzzzz39,"['CYP450_TxtE', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_086681994.1,zzzzz56,"['betA', 'ribB', 'mycofact_TetR', 'AHSA1', 'DUF1648', 'GntR', 'HTH_Crp_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'SoxR', 'Methyltransf_25', 'MenG_heptapren']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
