Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085146506.1,Mycolicibacterium wolinskyi,NZ_LQQA01000030.1,WP_067842115.1,183252,184665,+,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,7.1E-185,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.3E-20,TIGR03937,TIGR03937,"PgaC_IcaA: poly-beta-1,6 N-acetyl-D-glucosamine synthase",3.5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085146506.1,Mycolicibacterium wolinskyi,NZ_LQQA01000030.1,WP_085146509.1,184673,186092,+,TIGR03970,TIGR03970,"Rv0697: dehydrogenase, Rv0697 family",5.3E-216,TIGR04542,TIGR04542,GMC_mycofac_2: GMC family mycofactocin-associated oxidreductase,4.9E-77,TIGR01810,TIGR01810,betA: choline dehydrogenase,4.2E-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085146506.1,Mycolicibacterium wolinskyi,NZ_LQQA01000030.1,WP_085146510.1,187653,186078,-,TIGR00711,TIGR00711,"efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",8.7E-59,PF07690,MFS_1,Major Facilitator Superfamily,7.5E-42,TIGR00880,TIGR00880,2_A_01_02: multidrug resistance protein,6.7E-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085146506.1,Mycolicibacterium wolinskyi,NZ_LQQA01000030.1,WP_085146511.1,187744,188410,+,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",5.3E-13,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,2.6E-08,TIGR03384,TIGR03384,betaine_BetI: transcriptional repressor BetI,6.1E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085146506.1,Mycolicibacterium wolinskyi,NZ_LQQA01000030.1,WP_085146512.1,189626,188375,-,TIGR04458,TIGR04458,CYP450_TxtE: 4-nitrotryptophan synthase,1.3E-37,TIGR04538,TIGR04538,"P450_cycloAA_1: cytochrome P450, cyclodipeptide synthase-associated",3.6E-34,TIGR04515,TIGR04515,P450_rel_GT_act: P450-derived glycosyltranferase activator,1.6E-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233424.1,608495,609686,+,TIGR00485,TIGR00485,EF-Tu: translation elongation factor Tu,9.2E-217,TIGR00483,TIGR00483,"EF-1_alpha: translation elongation factor EF-1, subunit alpha",2.9E-63,TIGR00475,TIGR00475,selB: selenocysteine-specific translation elongation factor,1.7E-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233425.1,609858,610671,+,PF09851,SHOCT,Short C-terminal domain,1.9E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233426.1,610750,611578,+,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,4.2E-107,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,4.9E-52,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,3.2E-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233427.1,611603,612776,+,PF07992,Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase,2.4E-61,TIGR02374,TIGR02374,"nitri_red_nirB: nitrite reductase [NAD(P)H], large subunit",9.1E-53,TIGR03385,TIGR03385,CoA_CoA_reduc: CoA-disulfide reductase,7.5E-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233428.1,612782,613253,+,PF19452,DUF5990,Family of unknown function (DUF5990),7.3E-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233586.1,614324,613307,-,PF10094,DUF2332,Uncharacterized protein conserved in bacteria (DUF2332),1.4E-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233429.1,614944,614347,-,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,3.4E-86,PF17754,TetR_C_14,MftR C-terminal domain,2.8E-39,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",5E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233430.1,615032,615131,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,5.4E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233431.1,615133,615463,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,5.5E-33,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,8.8E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_139825251.1,615463,616636,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,2.2E-203,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,2.1E-48,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,4.7E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233432.1,616638,617835,+,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.6E-217,PF01070,FMN_dh,FMN-dependent dehydrogenase,6.9E-109,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,4.5E-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233433.1,617957,618701,+,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,6.5E-109,PF02633,Creatininase,Creatinine amidohydrolase,6.6E-59,TIGR04448,TIGR04448,creatininase: creatininase,1.1E-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233588.1,618762,620175,+,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,7.5E-186,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.3E-22,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,2.2E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233434.1,620192,621632,+,TIGR03970,TIGR03970,"Rv0697: dehydrogenase, Rv0697 family",1.1E-215,TIGR04542,TIGR04542,GMC_mycofac_2: GMC family mycofactocin-associated oxidreductase,5.8E-67,TIGR01810,TIGR01810,betA: choline dehydrogenase,1.9E-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233435.1,622460,621638,-,PF00934,PE,PE family,6.4E-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_085233436.1,624139,622447,-,TIGR00711,TIGR00711,"efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",4.7E-54,PF07690,MFS_1,Major Facilitator Superfamily,2.4E-39,TIGR00880,TIGR00880,2_A_01_02: multidrug resistance protein,7.9E-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_085233431.1,Mycobacterium conspicuum,NZ_AP022613.1,WP_232079449.1,624336,624888,+,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",1.1E-06,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,0.00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_258572239.1,140877,141633,+,PF00067,p450,Cytochrome P450,1.2E-19,TIGR04458,TIGR04458,CYP450_TxtE: 4-nitrotryptophan synthase,1.1E-17,TIGR04538,TIGR04538,"P450_cycloAA_1: cytochrome P450, cyclodipeptide synthase-associated",1.2E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_258572240.1,141671,143306,+,PF01796,OB_aCoA_assoc,"DUF35 OB-fold domain, acyl-CoA-associated",3.3E-16,PF12172,DUF35_N,Rubredoxin-like zinc ribbon domain (DUF35_N),5.7E-10,TIGR01930,TIGR01930,AcCoA-C-Actrans: acetyl-CoA C-acyltransferase,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165402.1,143342,143873,+,PF07681,DoxX,DoxX,6.7E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_258572241.1,145287,143832,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,3.4E-107,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.4E-20,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1.5E-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165406.1,146120,145319,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,7.2E-108,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,4.4E-58,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,2E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,K1Y72_RS09955,146116,146755,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165410.1,147989,146807,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.6E-210,PF01070,FMN_dh,FMN-dependent dehydrogenase,2E-108,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,4.4E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165412.1,149211,147981,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1E-197,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4.8E-47,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,8.7E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165414.1,150023,149711,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,8.8E-34,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,1.4E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165416.1,150159,150033,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,9.1E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165417.1,150257,151100,+,TIGR01692,TIGR01692,HIBADH: 3-hydroxyisobutyrate dehydrogenase,2E-48,TIGR01505,TIGR01505,tartro_sem_red: 2-hydroxy-3-oxopropionate reductase,2.3E-44,PF03446,NAD_binding_2,NAD binding domain of 6-phosphogluconate dehydrogenase,2.5E-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165418.1,152550,151074,-,PF07969,Amidohydro_3,Amidohydrolase family,6.5E-36,TIGR02033,TIGR02033,D-hydantoinase: dihydropyrimidinase,6.5E-07,TIGR03178,TIGR03178,allantoinase: allantoinase,3.6E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165419.1,154110,152931,-,PF02515,CoA_transf_3,CoA-transferase family III,3.7E-31,TIGR03253,TIGR03253,oxalate_frc: formyl-CoA transferase,3E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_258572242.1,154537,155551,+,PF00378,ECH_1,Enoyl-CoA hydratase/isomerase,7.2E-27,TIGR02280,TIGR02280,PaaB1: phenylacetate degradation probable enoyl-CoA hydratase PaaB,7.6E-27,PF16113,ECH_2,Enoyl-CoA hydratase/isomerase,1.3E-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165421.1,156369,155559,-,PF03446,NAD_binding_2,NAD binding domain of 6-phosphogluconate dehydrogenase,5.9E-34,TIGR01692,TIGR01692,HIBADH: 3-hydroxyisobutyrate dehydrogenase,6.2E-34,TIGR01505,TIGR01505,tartro_sem_red: 2-hydroxy-3-oxopropionate reductase,1.7E-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165422.1,156521,157184,+,PF13646,HEAT_2,HEAT repeats,1.5E-11,PF02985,HEAT,HEAT repeat,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220165414.1,Actinomadura parmotrematis,NZ_JAIBOA010000005.1,WP_220165423.1,157190,158195,+,PF00376,MerR,MerR family regulatory protein,9.4E-16,TIGR02044,TIGR02044,CueR: Cu(I)-responsive transcriptional regulator,4.5E-15,PF13646,HEAT_2,HEAT repeats,7.2E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257690.1,9509096,9510353,+,PF01547,SBP_bac_1,Bacterial extracellular solute-binding protein,4.5E-42,PF13416,SBP_bac_8,Bacterial extracellular solute-binding protein,2E-36,TIGR03850,TIGR03850,"bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family",2.1E-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257691.1,9510349,9511306,+,PF00528,BPD_transp_1,Binding-protein-dependent transport system inner membrane component,1.2E-12,TIGR02140,TIGR02140,"permease_CysW: sulfate ABC transporter, permease protein CysW",8E-10,TIGR01581,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,2.6E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257692.1,9511302,9512169,+,PF00528,BPD_transp_1,Binding-protein-dependent transport system inner membrane component,1.9E-14,TIGR01581,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,1.3E-07,TIGR02141,TIGR02141,"modB_ABC: molybdate ABC transporter, permease protein",2.3E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_255621354.1,9512168,9513158,+,TIGR01327,TIGR01327,PGDH: phosphoglycerate dehydrogenase,2.8E-46,PF02826,2-Hacid_dh_C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2.3E-44,PF00389,2-Hacid_dh,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",3.9E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_255622780.1,9513198,9515085,+,PF10022,DUF2264,Uncharacterized protein conserved in bacteria (DUF2264),4.5E-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257693.1,9515398,9515539,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257694.1,9516235,9515548,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,1.7E-101,PF02633,Creatininase,Creatinine amidohydrolase,2E-58,TIGR04448,TIGR04448,creatininase: creatininase,3.2E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257695.1,9517451,9516254,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.3E-198,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,6.5E-49,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2.6E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257696.1,9517717,9517447,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,7.4E-31,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,1.2E-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_075955157.1,9517839,9517737,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,4.5E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257697.1,9517925,9518285,+,PF06108,DUF952,Protein of unknown function (DUF952),2.3E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257698.1,9519195,9518259,-,TIGR01292,TIGR01292,TRX_reduct: thioredoxin-disulfide reductase,4.6E-21,PF07992,Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase,5.6E-19,TIGR03140,TIGR03140,AhpF: alkyl hydroperoxide reductase subunit F,1.9E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257699.1,9520363,9519184,-,PF04235,DUF418,Protein of unknown function (DUF418),8.6E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257700.1,9520467,9521049,+,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",2.1E-05,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,4.4E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257701.1,9521045,9522254,+,TIGR00900,TIGR00900,2A0121: H+ Antiporter protein,8.6E-66,PF07690,MFS_1,Major Facilitator Superfamily,3.4E-28,PF05977,MFS_3,Transmembrane secretion effector,1.9E-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257702.1,9522350,9523190,+,PF02517,Rce1-like,Type II CAAX prenyl endopeptidase Rce1-like,3.4E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_220257696.1,Pseudonocardia sp. DSM 110487,NZ_CP080521.1,WP_220257703.1,9523248,9524448,+,PF07730,HisKA_3,Histidine kinase,4.4E-15,TIGR03901,TIGR03901,MYXO-CTERM: MYXO-CTERM domain,0.00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_244524204.1,10851,9615,-,TIGR00710,TIGR00710,"efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily",1.5E-92,PF07690,MFS_1,Major Facilitator Superfamily,2.1E-39,TIGR00880,TIGR00880,2_A_01_02: multidrug resistance protein,3.4E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935439.1,12403,10957,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,2.2E-144,PF00535,Glycos_transf_2,Glycosyl transferase family 2,6.2E-23,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,5.3E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935442.1,12954,12399,-,PF00857,Isochorismatase,Isochorismatase family,1.2E-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935445.1,13087,14089,+,PF01497,Peripla_BP_2,Periplasmic binding protein,4.8E-28,TIGR04281,TIGR04281,peripla_PGF_1: putative ABC transporter PGF-CTERM-modified substrate-binding protein,2.1E-12,TIGR03868,TIGR03868,"F420-O_ABCperi: proposed F420-0 ABC transporter, periplasmic F420-0 binding protein",5.1E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_170852509.1,14842,14149,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,1.7E-104,PF02633,Creatininase,Creatinine amidohydrolase,1E-60,TIGR04448,TIGR04448,creatininase: creatininase,4.4E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935448.1,15049,15427,+,PF17775,UPF0225,UPF0225 domain,6.6E-26,PF02810,SEC-C,SEC-C motif,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935451.1,15465,15945,+,PF16242,Pyrid_ox_like,Pyridoxamine 5'-phosphate oxidase like,5.8E-49,TIGR03618,TIGR03618,Rv1155_F420: PPOX class probable F420-dependent enzyme,6.5E-11,PF01243,Putative_PNPOx,Pyridoxamine 5'-phosphate oxidase,8E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935454.1,17194,15970,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.4E-198,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,1.2E-47,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,4.4E-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935457.1,17544,17190,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,1.9E-33,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,3.1E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935501.1,17692,17557,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,8.9E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_244524205.1,17800,18397,+,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,3.6E-67,PF17754,TetR_C_14,MftR C-terminal domain,7.2E-31,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",2.6E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935463.1,18516,19749,+,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.9E-207,PF01070,FMN_dh,FMN-dependent dehydrogenase,9.3E-105,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,1.3E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_211435232.1,19805,20222,+,PF08044,DUF1707,Domain of unknown function (DUF1707),4.3E-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935469.1,20741,20222,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935472.1,22378,20935,-,PF01494,FAD_binding_3,FAD binding domain,1.8E-72,TIGR01988,TIGR01988,"Ubi-OHases: ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family",1.9E-39,TIGR01984,TIGR01984,UbiH: 2-polyprenyl-6-methoxyphenol 4-hydroxylase,3.2E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_091935475.1,22547,23675,+,TIGR03989,TIGR03989,"Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family",3.9E-182,TIGR02818,TIGR02818,adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,1.2E-73,TIGR03451,TIGR03451,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,6.4E-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_091935457.1,Blastococcus sp. DSM 46786,NZ_FOAO01000032.1,WP_211435234.1,25765,23875,-,PF07728,AAA_5,AAA domain (dynein-related subfamily),1.6E-25,TIGR02640,TIGR02640,gas_vesic_GvpN: gas vesicle protein GvpN,9E-24,TIGR02442,TIGR02442,Cob-chelat-sub: cobaltochelatase subunit,9E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
