,operon,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_1,mycofact_OYE_2,Rv0697,TetR_N,Response_reg,ETF_alpha,HisKA_3,DNA_alkylation,Fe-ADH,GG-red-SF,AAA_5,mft_etfB,HTH_AsnC-type,Rxyl_3153,GMC_mycofac_2,mycofact_TetR
WP_082966316.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'F420_MSMEG_2249', 'FMO-like']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_134066066.1,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type']",0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WP_160900602.1,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_224499651.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'EAL', 'mycofact_creat', 'mycofact_glyco']",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_094864247.1,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg']",0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_127781979.1,"['TetR_C_31', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'TetR_C_33', 'rluA_subfam']",0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_183592384.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'npdG', 'MtN3_slv', 'PGPGW']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_131885249.1,"['mycofact_creat', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'ABC2_membrane', 'drrA']",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_135126781.1,"['HisKA_3', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'TctC', 'TctB', 'TctA']",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WP_085087402.1,"['SnoaL_2', 'F420_MSMEG_2249', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'COesterase']",0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_180748693.1,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type']",0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WP_040531021.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_094653149.1,"['ThiF', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Phage_integrase']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097182813.1,"['EAL', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1', 'FAD_binding_3']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_053777934.1,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'GMC_mycofac_2']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_195000027.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Peptidase_S11']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_201776729.1,"['mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'HisKA_3', 'Fe-ADH']",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WP_223839251.1,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Usp', 'IMS']",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_012950891.1,"['mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Aldo_ket_red', 'Response_reg', 'HisKA_3', 'Fe-ADH', 'am_tr_V_VC1184']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WP_213002365.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_135425153.1,"['Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', '4HBT', 'rplM_bact', 'Ribosomal_S9']",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_020676751.1,"['GG-red-SF', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'phoR_proteo', 'Pyr_redox_3', 'Redoxin']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
WP_083165611.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'COesterase', 'SnoaL_2']",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_070352546.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'TetR_N']",0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_065122725.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'TetR_N']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_028463685.1,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'cyc_hxne_CoA_dh', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_155937285.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type']",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WP_166532984.1,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'FAD_binding_3']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_200556750.1,"['SAICAR_synt', 'mycofactocin', 'Mycofactocin_RRE', 'SDR_subfam_1', 'AAA_5', 'VWA_2', 'actino_HemFlav']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_129179923.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'ECH_1']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_056732420.1,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Lactamase_B', 'Isochorismatase']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_168589260.1,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg']",0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_194782140.1,"['Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_creat']",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_130629954.1,"['PEP_resp_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_107477842.1,"['Fer4_13', 'adh_short_C2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav']",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_164308646.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_224766793.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_216926636.1,"['AAA_33', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_114737653.1,"['HisKA_3', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WP_123669696.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_creat', 'Rxyl_3153', 'mycofact_glyco', 'ptsS_2']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_192933078.1,"['Mycofactocin_RRE', 'CNNM', 'CNNM']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028848393.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4', 'PorB_KorB', 'OAFO_sf', 'MaoC_dehydratas']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_211174035.1,"['betA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'Phosphodiest', 'mycofact_glyco', '4hydroxCoAred', 'CO_dehy_Mo_lg']",0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_157079643.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'MNHE', '2a6301s04', 'Oxidored_q2', '2a6301s01']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_208416772.1,"['greA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
WP_227759808.1,"['Methyltransf_3', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'AMP-binding', 'HTH_18', 'ac_ac_CoA_syn']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_185054687.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'ccpA', 'Peripla_BP_4']",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_085999695.1,"['Rv0697', 'mycofact_glyco', 'mycofact_rSAM', 'mycofactocin', 'DNA_alkylation', 'glut_race', 'Pyr_redox_2']",0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_136707406.1,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PaaN-DH', 'PaaC-3OHAcCoADH']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_133904568.1,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'adh_short_C2', 'GntR', 'menE']",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_030483540.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'hmgA']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067395258.1,"['Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adk']",0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_052606848.1,"['mycofactocin', 'Mycofactocin_RRE', 'YoeB_toxin']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_158015511.1,"['Pyr_redox_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rv0697', 'rpsJ_bact', 'L3_bact']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_043402190.1,"['SLAC1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N']",0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_071024131.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF350', 'GSP_synth']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067334830.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'HTH_AsnC-type', 'SDR_subfam_1']",0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WP_094683638.1,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'WD40']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_163779744.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'COesterase']",0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_009680802.1,"['MaoC_dehydrat_N', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_108579906.1,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDH_I_N', 'NDH_I_M', 'NDH_I_L', 'Oxidored_q2', 'Oxidored_q3']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_124710536.1,"['DNA_alkylation', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420']",0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
WP_083933808.1,"['SucB_Actino', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_013873929.1,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Peripla_BP_6', 'Peripla_BP_6', 'Peripla_BP_6', 'urea_trans_UrtE', 'urea_trans_UrtD']",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_009152872.1,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'greA', 'Tex_N', 'GSHPx', 'CobN-Mg_chel']",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_043724463.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
WP_125781248.1,"['SDR_subfam_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_137449308.1,"['mycofactocin', 'Mycofactocin_RRE', 'ECF_T_CbiQ']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_010837250.1,"['adh_short_C2', 'PA_CoA_Oxy5', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'Rv0697', 'AMP-binding', 'TetR_C_31']",0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_031053958.1,"['SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'HisKA_3']",0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WP_205857702.1,"['actino_HemFlav', 'mycofact_rSAM', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NUDIX']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_146319162.1,"['SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Lipase_GDSL_2', 'HTH_30', 'DUF1206']",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_051744750.1,"['Aldedh', 'decarb_PcaC', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Glyco_hydro_2_C']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_132196231.1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_202098213.1,"['Pyr_redox_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_191495888.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'SDR_subfam_1', 'SHOCT']",0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_036429147.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N']",0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_221776353.1,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'drrA', 'HxlR']",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_159925553.1,"['DUF222', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_138732422.1,"['SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_119696167.1,"['VWA_2', 'gas_vesic_GvpN', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DHquinase_II', 'YhcG_C', 'PALP']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_163736201.1,"['mycofactocin', 'Mycofactocin_RRE', '3oxo_ACP_reduc', 'AMP-binding', 'Acyl-CoA_dh_1', 'sulphoacet_xsc']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_049698808.1,"['Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'GMC_mycofac_2', 'phnR_burk']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_149370563.1,"['HisKA_3', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'glycerol_kin']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_161928656.1,"['F420_MSMEG_2906', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'FMN_nitrolo', 'Polyketide_cyc2', 'SDR_subfam_1']",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_153343114.1,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'glucar-dehydr', 'efflux_Bcr_CflA']",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_195692816.1,"['yidC_nterm', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2', 'actino_HemFlav', 'mycofact_creat']",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_197503306.1,"['Pyr_redox_2', 'mycofactocin', 'Mycofactocin_RRE']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_088944898.1,"['mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'GerE', 'HisKA_3', 'Fe-ADH', 'VWA_CoxE', 'AAA_5']",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
WP_111863082.1,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'SCP2', 'ATP_bind_1', 'DUF742']",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_056536636.1,"['SmpB', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_148573787.1,"['DUF1015', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'phnR_burk', 'prpB', 'D-hydantoinase']",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_018157873.1,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'gas_vesic_GvpN', 'VWA_CoxE']",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_156697810.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'PaaC-3OHAcCoADH', 'AcCoA-C-Actrans', 'cyc_hxne_CoA_dh']",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_024454344.1,"['Rubredoxin', 'FA_desaturase', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'myo_inos_iolC_N', 'eda', 'MR_MLE_C', '2A0106', 'tdh', 'Mannitol_dh_C']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_168588520.1,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_creat', 'Nterm_IS4', 'mycofact_glyco']",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_188489312.1,"['Pyr_redox_2', 'DNA_alkylation', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420']",0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
